Timestamp,Status,Nama Madrasah,Sudahkah Madrasah saudara mengimplementasikan Kurikulum Merdeka?,Opini,Label
11/1/2023 17:56:25,Tenaga Kependidikan,MAS YASPEND EL HIDAYAH,Belum,Kurikulum merdeka dimadrasah perlu diberlakukan untuk menjadikan madrasah lebih maju,0
11/1/2023 17:59:32,Guru,MIS DAUD KHOLIFATULLAH,Sudah,Harapan bisa meningkatkan mutu pendidikan di Indonesia ,0
11/1/2023 18:15:51,Guru,MIN 2 Batam ,Sudah,Belajar berkreasi mandiri ,1
11/1/2023 18:21:31,Guru,MIN 2 BATAM,Sudah,"Keunggulan IKM penekanan materi esensial, pengembangan karakter lewat projeck dan bisa mengembangkan kurikulum sesuai kemampuan madrasah
",1
11/1/2023 18:22:32,Guru,MIS AL-MUTTAQIN,Sudah,"Dari segi kesiapan madrasah kami berusaha mempersiapkan segala kekurangannya, harapan kedepan mudah-mudahan kurikulum merdeka ini bisa di terapkan secara maksimal sehingga memberikan dampak positif yang berarti bagi guru dan Mutu lulusan kedapan",1
11/1/2023 18:26:59,Guru,MI NURUL HUDA CANTUK,Sudah,"aktualisasi kurikulum tertulis (written curriculum) kedalam bentuk pembelajaraan.
Menciptakan pendidikan yang menyenangkan bagi peserta didik dan guru, dengan menekankan pada pengembangan aspek keterampilan dan karakter sesuai nilai-nilai bangsa Indonesia
",0
11/1/2023 18:29:28,Guru,MTs Al-Ukhuwah,Sudah,"Untuk kesipan sudah cukup siap, dgn mengikuti pelatihan baik di selenggarakan oleh kemenag maupun madrasah mandiri. 
Harapan bisa berjalan sebaiknya",1
11/1/2023 18:30:16,Guru,MIN 2 Batam ,Sudah,Harus mempersiapkan SDM gurunya dan kesiapan siswa dalam PBM ,0
11/1/2023 18:34:13,Guru,MIN 2 Batam ,Sudah,Mesti ada persiapan yang lebih baik lagi,1
11/1/2023 18:37:55,Guru,MIS AL HIKMAMUSSALAFIYAH,Sudah,Implementasi Kurikulum Merdeka di sekolah saat ini merupakan pilihan mandiri dengan menyesuaikan kesiapan dan karakteristik satuan pendidikan.,0
11/1/2023 18:39:34,Guru,MIN 2 Batam,Sudah,Kurikulum merdeka di madrasah sudah bisa diterapkan hanya diperlukan pembekalan lebih intensif untuk guru-gurunya dan kelengkapan sarana dan prasarana di madrasah.,0
11/1/2023 18:41:16,Guru,Mts fathimiyah,Belum,Besar harapan kami bisa diterapkan di madrasah untuk lebih mengoftimalkan pembelajaran siswa dan untuk mengetahui bakat dan minat siswa lebih dalam,1
11/1/2023 18:43:22,Guru,MIS Al - Muttaqin ,Sudah,Dapat lebih berkembang dan maju dengan berkembang nya dunia pembelajaran dan era digital ,1
11/1/2023 18:48:05,Guru,MTss al ukhuwah,Sudah,"Kegiatan P5 bisa dijalankan dengan baik lagi, asesment awal harus dilakukan untuk mengetahui karakter siswa dan menyusun pembelajaran deferensiasi, pembelajaran lebih pada pembelajaran bermakna dengan proyek priyek sederhana yang berhubungan dengan konten pembelajaran",1
11/1/2023 18:48:26,Guru,MAS NW SANGGENG,Belum,"Ada sebahagian guru yang memahami tentang IKM, jadi perlu kiranya diadakan pelatihan untuk menerapkan IKM secara bertahap.",0
11/1/2023 18:48:38,Guru,MI AL-MUFLIHUN,Belum,memberikan kebebasan kepada peserta didik untuk mempelajari apa yang di inginkan lapun tidak sesuai dengna jalurnya.,0
11/1/2023 18:50:18,Guru,MIN 2 Batam,Sudah,"Harapannya agar kurikulum merdeka anak bisa mengembangkan imajinasinya 
",0
11/1/2023 18:52:39,Guru,MI Hidayatul Mubtadiin ,Belum,Setiap lembaga mempunyai kesiapan IKM. Tetapi tidak semua lembaga mampu menerapkan IKM. Berkaitan dengan sarana dan kualitas tenaga pendidik dan kependidikan. Karena itu butuh. Bimtek semua guru. Secara berkelanjutan.,0
11/1/2023 18:54:05,Guru,MI Al Muttaqin,Sudah,"IKM dari sisi persiapan lebih terarah sehingga harapan saya dengan IKM ini generasi kedepannya mampu tumbuh, berkembang dan bersaing dengan baik di berbagai bidang. ",1
11/1/2023 19:08:32,Guru,MIN 2 BATAM,Sudah,Diterapkan dgan baik yg d sesuaikan dgan kondisi madrasah,1
11/1/2023 19:11:22,Guru,MIN 2 BATAM,Sudah,untuk mendalami konsep dan menguatkan kompetensi,0
11/1/2023 19:26:23,Guru,MTsS Darul Ulum,Sudah,Ya ikuti saja apa program Pemerintah dalam hal ini Kemendiknas. Ganti Kurikulum ya ganti... Implementasinya ya sambil jalan sambil belajar mendamaikan kurikulum,-1
11/1/2023 19:28:09,Guru,MAS Sabilal Akhyar,Sudah,"Implementasi kurikulum merdeka di Madrasah membutuhkan kesiapan dari berbagai faktor yang menunjang ke arah penerapan kurikulum tersebut. Akan menjadi prematur jika kondisi madrasah belum siap namun harus menerapkan hal tersebut. Harapan saya berbagai pihak, terkhusus yang berkompeten terhadap hal ini lebih dalam untuk menjajaki potensi dari lini terdepan yaitu madrasah terhadap pemahaman dan persiapan dalam aplikasi kurikulum merdeka ini sehingga tidak menjadi salah ukur dan salah sasaran.",1
11/1/2023 19:28:48,Guru,Mis,Tidak tahu,Harapan jgn banyak adm,-1
11/1/2023 19:29:09,Guru,MI. Bustanul Ulum 09 ,Sudah,"Kami belum siap 100%, ",-1
11/1/2023 19:29:13,Guru,MIS Daud Kholifatulloh,Sudah,"Karena ini kurikulum baru di terapkan di madrasah kami, baru kelas 1 dan 4, jadi masih untuk belajar tentang implementasi kurikulum ini. Madrasah kami sudah beberapa kali diadakan work shop IMK ini tetapi masih harus belajar lebih banyak lagi.",1
11/1/2023 19:29:43,Guru,MIN 2 Batam ,Sudah,Mohon diberikan Bimbingan  kepada guru yang belum menggunakan kurikulum merdeka ,0
11/1/2023 19:30:19,Tenaga Kependidikan,RA AL Kautsar,Belum,"D lembaga kami IKM belum d laksanakan sepenuhnya karena masih belum faham betul,sambil belajar.harapannya d tahun mendatang akan benar² terlaksana dg baik sesuai harapan",0
11/1/2023 19:33:04,Guru,MIN 2 Batam,Belum,Idealnya 1 rombel maksimal 10 siswa agar busa fasilitas diferensiasi pembelajaran berdasarkan karakteristik peserta didik. Saat ini kami mengajar 1 guru untuk 35 - 36 siswa. ,0
11/1/2023 19:38:43,Guru,MIN 2 Batam,Sudah,"Implementasi kurikulum merdeka di madrasah adalah pelaksanaan kurikulum yang memberi ruang kreativitas dan inovasi kepada madrasah dalam mengembangkan kurikulum operasional pada tingkat satuan pendidikan. 
Kurikulum Merdeka lebih berfokus pada materi yang esensial dan pengembangan kompetensi peserta didik pada fasenya. Proses pembelajaran diharapkan menjadi lebih mendalam, bermakna, tidak terburu-buru, dan menyenangkan.",1
11/1/2023 19:39:02,Guru,MIS.Husnul Amal Kotabumi Selatan ,Sudah,Bagus untuk di terapkan dan dijalankan saat ini dengan dilengkapi alat penunjang dalam penerapan kurikulum merdeka tersebut.,1
11/1/2023 19:41:58,Guru,RA IQRA'ATUL ASYRIAH,Belum,Iya,1
11/1/2023 19:46:08,Tenaga Kependidikan,MIS.Husnul Amal,Sudah,"Berminat untuk segera di terapkan di Madrasah , siap untuk diterapkan di madrasah,harapan kami  agar madrasah kami diberikan dana bantuan ,bantuan alat penunjang dalam penerapan kurikulum tersebut.",0
11/1/2023 19:47:15,Guru,Min 2 Batam ,Sudah,Kurikulum Mardeka ini memang bagus bagi siswa yang mempunyai minat terhadap sesuatu pelajaran untuk mengembangkan kreativitas nya,1
11/1/2023 19:51:08,Guru,MIN 2 BATAM,Sudah,agar peserta didik memiliki cukup waktu untuk mendalami kami konsep dan menguatkan kompetensi,0
11/1/2023 19:57:49,Guru,MIN 2 BATAM,Sudah,Mudah mudahan lebih baik lagi ,1
11/1/2023 19:58:55,Guru,MIS AL-IHSAN,Belum,"Menurut opini saya, MIS AL-IHSAN sudah siap untuk mengimplementasikan Kurikulum Merdeka di Madrasah berdasarkan tata kelola dan sistem pembelajaran yang sudah berjalan selama ini. Harapan saya, dengan diimplementasikannya kurikulum merdeka pada MIS AL-IHSAN, maka kualitas pembelajaran akan meningkat, sehingga menghasilkan lulusan-lulusan yang mampu bersaing dan berkompeten.",1
11/1/2023 20:00:18,Guru,MI DARUL HUDA,Sudah,Agar siswa lebih mendapatkan kesan atau pelajaran yang lebih bermafaat,1
11/1/2023 20:09:13,Tenaga Kependidikan,MIS AL-MUTTAQIIN ,Tidak tahu,Karena masih istilah baru dalam dunia pendidikan masih banyak yang belum paham dengan kurikulum merdeka ,-1
11/1/2023 20:10:24,Guru,MA ASSALAFIYAH LUWUNGRAGI,Sudah,"Bagi madrasah MA Assalafiyah butuh mempersiapkan perangkat kurikulum merdeka sehingga pada tahun pelajaran 2023-2024 baru bisa menerapkan kurikulum merdeka harapanya menyongsong era kemajuan dengan menerapkan P5, ",0
11/1/2023 20:19:29,Guru,MI NEGERI 2 BATAM,Sudah,Semoga lebih meningkatkan lagi muti pendidikan bangsa Indonesia untuk kedepannya,1
11/1/2023 20:25:22,Guru,Min 2 Batam ,Sudah,"Bagus, sarana prasarana harus dilayakan, guru harus diperhatikan kenyamanannya",1
11/1/2023 20:27:31,Guru,Min 2 batam ,Sudah,Siswa diberikan kebebasan sendiri utk mengatur pembelajaran sehingga mereka memiliki rasa tanggung jawab.,0
11/1/2023 20:29:12,Guru,MI AN-NISA,Belum,Implementasi Kurikulum Merdeka di sekolah saat ini merupakan pilihan mandiri dengan menyesuaikan kesiapan dan karakteristik satuan pendidikan,0
11/1/2023 20:45:25,Guru,MINegeri 2 Batam,Sudah,Kurikulum dengan pembelajaran intrakurikuler dengan konten yg beragam agar siswa dapat lebih optimal dan memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi,1
11/1/2023 20:45:44,Guru,MIS SALAFIYAH,Belum,Memberi kebebasan lembaga untuk memilih pencapaian kebutuhan sekolah secara capaian minimum yang disesuaikan dengan kondisi sekolah,0
11/1/2023 21:01:46,Guru,"MIS Al-Muttaqin Tanjung Uma, Batam",Sudah,Agar lebih banyak pelatihan yg mendalam dan khusus agar pengimplematasi dari kurikulum merdeka ini agar lebih mudah dipahami dan diterapkan di sekolah bersama para peserta didik,0
11/1/2023 21:03:03,Guru,MA Darul Ihsan ,Belum,Opini: adalah kurikulum Itu.... siapa yang memimpin maka berbeda kebijakan dan kewenangan nya... jadi kurikulum itu tidak ada yang tetap banyak yang beranggapan bahwa setiap peraturan yang berlaku akan berubah seiring bergantinya pemimpin . atau siapa yang menjabat pada saat itu.,-1
11/1/2023 21:03:48,Guru,MTsS Darul Falah Batam ,Sudah,"Perlu pendampingan IKM bagi madrasah yang baru menerapkan kurikulum ini. 

Penyusunan perangkat kurikulum dan perangkat ajar memerlukan pelatihan dan praktek nyata agar tujuan kurikulum dapat terlaksana dengan baik.

Membangkitkan semangat guru untuk mau berinovasi dalam mengajar juga perlu diperhatikan. ",1
11/1/2023 21:07:03,Tenaga Kependidikan,MI Hikmatush Shofwah,Belum,Akan di usahakan dengan berbagai kegiatan kegiatan ,0
11/1/2023 21:11:19,Guru,Mis al muttaqiin,Sudah,Menciptakan pelajaran berkualitas sesuai dengan kebutuhan pelajar dan kondisi satuan Pendidikan. ,0
11/1/2023 21:15:26,Guru,MAS Nahdlatul Wathan ,Sudah,"Penerapan kurma di madrasah harusnya ditunjang oleh pasilitas yg memadai, keterbatasan dana dan anggaran serta kesiapan para pendidik masih sangat kurang. Kementerian agama harus memberikan ruang yg cukup bagai guru di madrasah untuk mendapatkan pelatihan supaya brnar-benar paham tentang isi dan muatan serta implementasi kurma ini. Berbagai pelatihan yg disiapkan oleh kemenag lebih banyak bersifat daring, hal tersebut kurang efektif dibanding dengan pelatihan secara offline. Untuk itu perlu dikaji ulang kebijakan ini agar tujuan penerapan kurma di madrasah dapat diemplemamtasikan dengan maksimal.",0
11/1/2023 21:20:12,Guru,MTs Hasyim Asy'ari Bawang,Sudah,"1.Keluar dari Zona Nyaman dalam Sistem Pembelajaran.
2. Tidak Memiliki Pengalaman Program Merdeka Belajar. ...
3 Keterbatasan Referensi.",-1
11/1/2023 21:38:55,Guru,MI Miftahul ulum Batam kota ,Belum,Dijalankan  menurut kemampuannya yg ada pada madrasah ,0
11/1/2023 21:41:22,Guru,MTs HANG NADIM BATAM,Sudah,"Pelaksanaan Kurmer di Madrasah sangat tepat , semoga peserta didik makin berkualitas dana berkarakter",1
11/1/2023 21:48:53,Guru,mdt al anshoriyah,Sudah,mengatasi krisis pembelajaran,0
11/1/2023 21:49:23,Guru,MIS AL ASY'ARIYAH,Belum,"Lebih gencar dalam sosialisasi kurikulum kepada guru guru baik melalui workshop ataupun seminar yang diselenggarakan oleh pihak pihak terkait, serta berikan kemudahan akses dalam mendapatkan informasi tentang kurikulum merdeka",0
11/1/2023 21:56:01,Tenaga Kependidikan,MTs Miftahul Ulum,Sudah,inovasi dalam pendidikan Indonesia yang bertujuan untuk mengembangkan potensi dan minat belajar siswa. ,0
11/1/2023 22:01:33,Guru,MDT AL ANSHORIYAH,Sudah,MENGATASI KRISIS PEMBELAJARAN,0
11/1/2023 22:07:33,Guru,Mts as salam,Belum,Pelaksanaan dan penerapan ,0
11/1/2023 22:11:10,Tenaga Kependidikan,MTSS SYEKH RAFII ,Sudah,Dengan diberlakukannya kumer ini guru bisa menggiring siswa sesuai minat dan bakatnya untuk menyongsong masa depan masing masing individu peserta didik tersebut,0
11/1/2023 22:24:20,Guru,MI RUHAMAK JAMBIK,Sudah,KUrikukulum YANG memberikan wawasan kepada para guru untuk memiliki keleluasaan untuk memilih berbagai perangkat ajar agar pembelajaran dapat menyesuaikan dengan kebutuhan belajar dan minat murid,0
11/1/2023 22:24:22,Guru,MTs Terpadu Darun Najah,Sudah,masih belum siap karena minimnya dana dan fasilitas,-1
11/1/2023 22:29:41,Guru,MI islamiyah damarwulan,Belum,"Untuk implementasi, sudah ada beberapa kegiatan yang mengarah kepada kurikulum merdeka. Hanya saja belum tau bagaimana spesifikasi penerapan dari kurikulum merdeka itu sendiri. Diharapkan kurikulum merdeka tidak membebani guru dari segi administrasi maupun media pembelajaran nya. Dan kompetensi inti, kompetensi dasar dan tujuan pembelajaran juga lebih simpel dan fleksibel tidak terlalu banyak materi yang harus tuntas dalam waktu satu semester atau satu tahun, karena untuk efesien waktu dalam kegiatan pembelajaran.",-1
11/1/2023 23:04:22,Guru,waslan Mustopa,Sudah,"Infrastruktur yang harus di penuhi oleh setiap madrasah. Jadi, berikan setiap madraah kelengkapan yang berkaitan IKM",0
11/1/2023 23:06:45,Guru,MIS AZZAINIYAH II,Sudah,"75% siap, harapan ke depan agar memberikan bantuan buku paket pelajaran kurikulum merdeka",0
11/1/2023 23:09:31,Guru,MTs. Ruhama Jambik,Belum,"Dari sisi kesiapan dalam penerapan kurikulum merdeka perlu adanya pelatihan atau bimtek untuk para guru supaya lebih memahami alur dan pelaksanaan kurikulum, supaya Proses pembelajaran diharapkan menjadi lebih mendalam, bermakna, tidak terburu-buru, dan menyenangkan.
",1
11/1/2023 23:11:32,Guru,MI NW TALON AMBON,Sudah,"Kesiapan kami di lembaga yangmasih secara bertahap, kami menggunakan kurikulum merdeka mandiri belajar. Karena fasilitas yang belum lengkap dari semua sarana prasarana. Sehingga perlu bertahap. Dan mohon dari kemenag pusat bidang sarana prasarana agar menerima usulan bantuan sarpras kami. Kami tidak pernah sama sekali diberikan bantuan oleh pemerintah dalam sarpras. Sudah sekian kali kami mengusul namun hanya madrasah lain saja yang dapat",0
11/1/2023 23:12:17,Guru,Mts AL-HASBILLAH,Belum,Bagus,1
11/1/2023 23:18:21,Tenaga Kependidikan,MAS TANJUNGJAYA,Sudah,"Kurikulum merdeka merupakan kurikulum yang baru, Madrasah masih perlu adaptasi dalam penerapan kurikulum merdeka, harapan kami agar diadakan pelatihan kepada seluruh tenaga pendidik agar dalam implementasinya di lapangan berjalan sesuai dengan tujuan diberlakukannya kurikulum merdeka serta menghasilkan peserta didik yang berkualitas",0
11/1/2023 23:23:27,Tenaga Kependidikan,Mi Al Jabbar,Belum,Kurikulum yang berfokus pada pembiasaan siswa dalam menyerap pembelajaran ,0
11/1/2023 23:34:35,Tenaga Kependidikan,RA AL FUTUHIYAH,Belum,Harapan bagi kami agar diselenggarakan pelatihan rutin sebagai bahan pengembangan diri para guru,0
11/1/2023 23:37:33,Lainnya,Pondok pessntren,Belum,pelaksanaan kurikulum yang memberi ruang kreativitas dan inovasi kepada madrasah dalam mengembangkan kurikulum operasional pada tingkat satuan pendidikan.,0
11/2/2023 0:03:57,Guru,Mi HIDAYATUSSIBYAN NW SENGKERANG,Belum,SUPAYA DI BUAT WARKHSHOP ATAU PEMBINAAN TERKAIN DENGAN KURIKULUM MERDEKA,0
11/2/2023 0:12:39,Tenaga Kependidikan,MA KARTA RAHARJA,Belum,"1. implementasi Kurikulum Merdeka memerlukan kesiapan yang baik dari pihak madrasah, termasuk para pendidik, siswa, dan pihak terkait lainnya. Kesiapan ini mencakup pemahaman yang mendalam tentang filosofi, tujuan, dan strategi pengajaran Kurikulum Merdeka.
2. Diperlukan pelatihan yang efektif untuk guru dan staf madrasah agar mereka dapat mengadaptasi metode pengajaran yang sesuai dengan pendekatan Kurikulum Merdeka.
3. Sumber daya, termasuk buku teks dan materi ajar, perlu diperbarui atau disesuaikan agar sesuai dengan Kurikulum Merdeka.
4. Harapan utama dari implementasi Kurikulum Merdeka di madrasah adalah peningkatan mutu pendidikan, pengembangan kreativitas dan kritisitas siswa, serta pembentukan karakter yang kuat.
5. Diharapkan bahwa pendekatan Kurikulum Merdeka dapat memberikan keleluasaan kepada madrasah untuk mengadaptasi kurikulum sesuai dengan kebutuhan dan karakteristik siswa di daerahnya masing-masing.
6. Adanya harapan bahwa Kurikulum Merdeka dapat merangsang minat siswa terhadap pembelajaran, meningkatkan keterampilan berpikir kritis, dan mempersiapkan mereka untuk menghadapi tantangan global.",0
11/2/2023 0:17:23,Tenaga Kependidikan,Mts miftahul ulum bettet,Belum,Semakin maju,1
11/2/2023 0:20:24,Tenaga Kependidikan,MA KARTA RAHARJA,Belum,"Implementasi Kurikulum Merdeka di Madrasah adalah sebuah langkah yang perlu persiapan dan dukungan dari semua pihak. Harapannya adalah menciptakan pendidikan yang lebih sesuai dengan minat siswa, mengembangkan keterampilan, dan melibatkan guru, orang tua, dan komunitas. Evaluasi kemajuan siswa juga penting. Dalam konteks madrasah, perlu memperhatikan nilai-nilai Islam. Opini tentang ini bisa beragam, tetapi yang terpenting adalah memastikan pendekatan ini bermanfaat bagi pendidikan dan perkembangan siswa.",1
11/2/2023 0:25:14,Guru,MA Karta Raharja,Belum,Kurikulum merdeka tidak bisa di terapkan di madrasah jika fasilitas madrasah itu sendiri belum maksimal,-1
11/2/2023 0:39:16,Guru,MI Darul Huda,Belum,"Untuk di madrasah khususnya tingkat Ibtidaiyah perlu bimbingan yang relevan sesuai dengan kondisi keadaan, baik secara administrasi, pembelajaran, serta implementasi penerapan kurikulum tersebut, dan untuk harapannya madrasah dapat memfasilitasi implementasi kurikulum tersebut.",0
11/2/2023 0:48:35,Guru,Tsanawiyah Walisongo,Belum,Sesungguhnya Kurikulum itu bisa di lakukan dengan Guru atau Tendik yang mampu untuk segala bidangnya,0
11/2/2023 1:17:27,Guru,MTS NUR ELDZULAM,Belum,"Pertama, Kurikulum Merdeka menciptakan pembelajaran berkualitas sesuai dengan kebutuhan pelajar dan kondisi satuan pendidikan. Pendidik dapat fokus pada materi esensial sehingga pembelajaran lebih mendalam serta waktu lebih banyak untuk pengembangan kompetensi dan karakter pelajar. Kurikulum Merdeka dipersepsikan dapat memfasilitasi kemampuan unik pelajar karena pendidik diberi hak sepenuhnya untuk berinovasi memperhatikan iklim atau budaya sekolah, dan karakteristik pelajar. Misalnya, ada karakter pelajar yang menyukai matematika dan Geografi sehingga pendidik dapat memadukan pembelajaran eksakta dan karakteristik IPS dalam satu pembelajaran matematika dan IPS atau IPAS untuk sekolah dasar.

Kedua, Kurikulum Merdeka memberikan fleksibilitas bagi pendidik. Pendidik dapat merancang Kurikulum Operasional Satuan Pendidikan (KOSP) dan Rencana Pelaksanaan Pembelajaran (RPP) sendiri. Kurikulum Merdeka memberikan hak sekolah untuk merancang (KOSP) yang memuat visi misi sekolah, organisasi pembelajaran, serta jadwal dan kalender akademik. Kurikulum Merdeka yang memberikan keleluasaan pendidik merancang kurikulum sesuai dengan karakteristik peserta didik menganjurkan adanya survey kebutuhan peserta didik, dan asesmen diagnostik sehingga sebelum kegiatan belajar mengajar (KBM) pendidik memiliki informasi karakteristik pelajar. Informasi ini menjadi dasar bagi para pendidik untuk merancang RPP termasuk metode dan penilaian pembelajaran.

Ketiga, Kurikulum Merdeka mendorong ketercapaian pembentukan karakter peserta didik yang unggul melalui Proyek Penguatan Profil Pelajar Pancasila (P5). P5 merupakan pendekatan pembelajaran melalui projek dengan tujuan menanamkan karakter dan kompetensi yang sesuai dengan nilai-nilai Pancasila. Pelaksanaan P5 bersifat fleksibel dari segi muatan, kegiatan, dan waktu pelaksanaan sesuai dengan kebutuhan pelajar dan kondisi satuan pendidikan, sehingga dapat memanfaatkan sumberdaya yang tersedia. Hal utama yang menjadi fokus P5 adalah proses pembelajaran yang mampu mengembangkan kompetensi dan karakter pelajar, bukan semata-mata pada hasil/produk. Dengan adanya P5, satuan pendidikan dapat bergotong-royong untuk merencanakan, memfasilitasi, dan menjalankan asesmen yang esensial bagi pelajar. Sekolah dapat memilih tema-tema atau isu-isu penting P5 yang relevan sehingga pelajar dapat melakukan aksi nyata dalam menjawab isu-isu tersebut sesuai dengan tahapan belajar dan kebutuhannya.


Selain itu, tersedia juga berbagai dukungan untuk mendukung implementasi Kurikulum Merdeka. Pendidik dapat belajar bersama sesama pendidik di komunitas belajar, seri webinar, dan narasumber berbagai praktik baik, helpdesk, mitra pembangunan serta mengembangkan kompetensi diri melalui Platform Merdeka Mengajar (PMM). PMM menyediakan fitur utama seperti materi tentang kurikulum merdeka, pengumuman dan jadwal program terkini, referensi kegiatan belajar dan mengajar, pengembangan mendiri, mencari dan berbagi inspirasi. Dengan PMM para pendidik mendapat dukungan dalam memahami Kurikulum Merdeka dan juga menerapkannya. Kemudian, pemerintah juga menerapkan Komunitas Belajar sehingga pendidik dapat belajar bersama rekan sejawat baik di dalam sekolah maupun antar sekolah. Sekolah juga dapat mengakses narasumber berbagi praktik baik penerapan Kurikulum Merdeka sehingga dapat menginspirasi pendidik lain yang masih mempelajari Kurikulum Merdeka. Bagi para pendidik yang memerlukan tambahan informasi terkait Kurikulum Merdeka, Seri Webinar juga tersedia dan diakses melalui PMM.

Sebagai simpulan, penerapan Kurikulum Merdeka memang masih menjadi pilihan mandiri bagi sekolah, namun mengingat banyaknya manfaat yang didapatkan satuan pendidikan menjadikan Kurikulum Merdeka sebagai hal yang perlu diprioritaskan oleh sekolah untuk diterapkan. Sejatinya Kurikulum Merdeka dirancang untuk mengatasi krisis belajar dengan meningkatkan kualitas pembelajaran di semua satuan pendidikan. Dengan Kurikulum Merdeka para pendidik dapat memperkuat budaya refleksi, budaya belajar, dan berbagi sesama pendidik. Kurikulum Merdeka dirancang untuk menciptakan lingkungan belajar yang aman, nyaman, inklusif dan menyenangkan. Kurikulum Merdeka mentransformasi praktik pembelajaran yang berpusat pada peserta didik sehingga diharapkan dapat meningkatkan hasil belajar (literasi dan numerasi) dan membentuk karakter pelajar sepanjang hayat.


",1
