Timestamp,Status,Nama Madrasah,Sudahkah Madrasah saudara mengimplementasikan Kurikulum Merdeka?,Opini,Label
11/1/2023 18:34:13,Guru,MIN 2 Batam ,Sudah,Mesti ada persiapan yang lebih baik lagi,1
11/1/2023 18:41:16,Guru,Mts fathimiyah,Belum,Besar harapan kami bisa diterapkan di madrasah untuk lebih mengoftimalkan pembelajaran siswa dan untuk mengetahui bakat dan minat siswa lebih dalam,1
11/1/2023 18:43:22,Guru,MIS Al - Muttaqin ,Sudah,Dapat lebih berkembang dan maju dengan berkembang nya dunia pembelajaran dan era digital ,1
11/1/2023 18:48:05,Guru,MTss al ukhuwah,Sudah,"Kegiatan P5 bisa dijalankan dengan baik lagi, asesment awal harus dilakukan untuk mengetahui karakter siswa dan menyusun pembelajaran deferensiasi, pembelajaran lebih pada pembelajaran bermakna dengan proyek priyek sederhana yang berhubungan dengan konten pembelajaran",1
11/1/2023 18:54:05,Guru,MI Al Muttaqin,Sudah,"IKM dari sisi persiapan lebih terarah sehingga harapan saya dengan IKM ini generasi kedepannya mampu tumbuh, berkembang dan bersaing dengan baik di berbagai bidang. ",1
11/1/2023 19:08:32,Guru,MIN 2 BATAM,Sudah,Diterapkan dgan baik yg d sesuaikan dgan kondisi madrasah,1
11/1/2023 19:28:09,Guru,MAS Sabilal Akhyar,Sudah,"Implementasi kurikulum merdeka di Madrasah membutuhkan kesiapan dari berbagai faktor yang menunjang ke arah penerapan kurikulum tersebut. Akan menjadi prematur jika kondisi madrasah belum siap namun harus menerapkan hal tersebut. Harapan saya berbagai pihak, terkhusus yang berkompeten terhadap hal ini lebih dalam untuk menjajaki potensi dari lini terdepan yaitu madrasah terhadap pemahaman dan persiapan dalam aplikasi kurikulum merdeka ini sehingga tidak menjadi salah ukur dan salah sasaran.",1
11/1/2023 19:29:13,Guru,MIS Daud Kholifatulloh,Sudah,"Karena ini kurikulum baru di terapkan di madrasah kami, baru kelas 1 dan 4, jadi masih untuk belajar tentang implementasi kurikulum ini. Madrasah kami sudah beberapa kali diadakan work shop IMK ini tetapi masih harus belajar lebih banyak lagi.",1
11/1/2023 19:38:43,Guru,MIN 2 Batam,Sudah,"Implementasi kurikulum merdeka di madrasah adalah pelaksanaan kurikulum yang memberi ruang kreativitas dan inovasi kepada madrasah dalam mengembangkan kurikulum operasional pada tingkat satuan pendidikan. 
Kurikulum Merdeka lebih berfokus pada materi yang esensial dan pengembangan kompetensi peserta didik pada fasenya. Proses pembelajaran diharapkan menjadi lebih mendalam, bermakna, tidak terburu-buru, dan menyenangkan.",1
11/1/2023 19:39:02,Guru,MIS.Husnul Amal Kotabumi Selatan ,Sudah,Bagus untuk di terapkan dan dijalankan saat ini dengan dilengkapi alat penunjang dalam penerapan kurikulum merdeka tersebut.,1
11/1/2023 19:41:58,Guru,RA IQRA'ATUL ASYRIAH,Belum,Iya,1
11/1/2023 19:47:15,Guru,Min 2 Batam ,Sudah,Kurikulum Mardeka ini memang bagus bagi siswa yang mempunyai minat terhadap sesuatu pelajaran untuk mengembangkan kreativitas nya,1
11/1/2023 19:57:49,Guru,MIN 2 BATAM,Sudah,Mudah mudahan lebih baik lagi ,1
11/1/2023 19:58:55,Guru,MIS AL-IHSAN,Belum,"Menurut opini saya, MIS AL-IHSAN sudah siap untuk mengimplementasikan Kurikulum Merdeka di Madrasah berdasarkan tata kelola dan sistem pembelajaran yang sudah berjalan selama ini. Harapan saya, dengan diimplementasikannya kurikulum merdeka pada MIS AL-IHSAN, maka kualitas pembelajaran akan meningkat, sehingga menghasilkan lulusan-lulusan yang mampu bersaing dan berkompeten.",1
11/1/2023 20:00:18,Guru,MI DARUL HUDA,Sudah,Agar siswa lebih mendapatkan kesan atau pelajaran yang lebih bermafaat,1
11/1/2023 20:19:29,Guru,MI NEGERI 2 BATAM,Sudah,Semoga lebih meningkatkan lagi muti pendidikan bangsa Indonesia untuk kedepannya,1
11/1/2023 20:25:22,Guru,Min 2 Batam ,Sudah,"Bagus, sarana prasarana harus dilayakan, guru harus diperhatikan kenyamanannya",1
11/1/2023 20:45:25,Guru,MINegeri 2 Batam,Sudah,Kurikulum dengan pembelajaran intrakurikuler dengan konten yg beragam agar siswa dapat lebih optimal dan memiliki cukup waktu untuk mendalami konsep dan menguatkan kompetensi,1
11/1/2023 21:03:48,Guru,MTsS Darul Falah Batam ,Sudah,"Perlu pendampingan IKM bagi madrasah yang baru menerapkan kurikulum ini. 

Penyusunan perangkat kurikulum dan perangkat ajar memerlukan pelatihan dan praktek nyata agar tujuan kurikulum dapat terlaksana dengan baik.

Membangkitkan semangat guru untuk mau berinovasi dalam mengajar juga perlu diperhatikan. ",1
11/1/2023 21:41:22,Guru,MTs HANG NADIM BATAM,Sudah,"Pelaksanaan Kurmer di Madrasah sangat tepat , semoga peserta didik makin berkualitas dana berkarakter",1
11/1/2023 23:09:31,Guru,MTs. Ruhama Jambik,Belum,"Dari sisi kesiapan dalam penerapan kurikulum merdeka perlu adanya pelatihan atau bimtek untuk para guru supaya lebih memahami alur dan pelaksanaan kurikulum, supaya Proses pembelajaran diharapkan menjadi lebih mendalam, bermakna, tidak terburu-buru, dan menyenangkan.
",1
11/1/2023 23:12:17,Guru,Mts AL-HASBILLAH,Belum,Bagus,1
11/2/2023 0:17:23,Tenaga Kependidikan,Mts miftahul ulum bettet,Belum,Semakin maju,1
11/2/2023 0:20:24,Tenaga Kependidikan,MA KARTA RAHARJA,Belum,"Implementasi Kurikulum Merdeka di Madrasah adalah sebuah langkah yang perlu persiapan dan dukungan dari semua pihak. Harapannya adalah menciptakan pendidikan yang lebih sesuai dengan minat siswa, mengembangkan keterampilan, dan melibatkan guru, orang tua, dan komunitas. Evaluasi kemajuan siswa juga penting. Dalam konteks madrasah, perlu memperhatikan nilai-nilai Islam. Opini tentang ini bisa beragam, tetapi yang terpenting adalah memastikan pendekatan ini bermanfaat bagi pendidikan dan perkembangan siswa.",1
11/2/2023 1:17:27,Guru,MTS NUR ELDZULAM,Belum,"Pertama, Kurikulum Merdeka menciptakan pembelajaran berkualitas sesuai dengan kebutuhan pelajar dan kondisi satuan pendidikan. Pendidik dapat fokus pada materi esensial sehingga pembelajaran lebih mendalam serta waktu lebih banyak untuk pengembangan kompetensi dan karakter pelajar. Kurikulum Merdeka dipersepsikan dapat memfasilitasi kemampuan unik pelajar karena pendidik diberi hak sepenuhnya untuk berinovasi memperhatikan iklim atau budaya sekolah, dan karakteristik pelajar. Misalnya, ada karakter pelajar yang menyukai matematika dan Geografi sehingga pendidik dapat memadukan pembelajaran eksakta dan karakteristik IPS dalam satu pembelajaran matematika dan IPS atau IPAS untuk sekolah dasar.

Kedua, Kurikulum Merdeka memberikan fleksibilitas bagi pendidik. Pendidik dapat merancang Kurikulum Operasional Satuan Pendidikan (KOSP) dan Rencana Pelaksanaan Pembelajaran (RPP) sendiri. Kurikulum Merdeka memberikan hak sekolah untuk merancang (KOSP) yang memuat visi misi sekolah, organisasi pembelajaran, serta jadwal dan kalender akademik. Kurikulum Merdeka yang memberikan keleluasaan pendidik merancang kurikulum sesuai dengan karakteristik peserta didik menganjurkan adanya survey kebutuhan peserta didik, dan asesmen diagnostik sehingga sebelum kegiatan belajar mengajar (KBM) pendidik memiliki informasi karakteristik pelajar. Informasi ini menjadi dasar bagi para pendidik untuk merancang RPP termasuk metode dan penilaian pembelajaran.

Ketiga, Kurikulum Merdeka mendorong ketercapaian pembentukan karakter peserta didik yang unggul melalui Proyek Penguatan Profil Pelajar Pancasila (P5). P5 merupakan pendekatan pembelajaran melalui projek dengan tujuan menanamkan karakter dan kompetensi yang sesuai dengan nilai-nilai Pancasila. Pelaksanaan P5 bersifat fleksibel dari segi muatan, kegiatan, dan waktu pelaksanaan sesuai dengan kebutuhan pelajar dan kondisi satuan pendidikan, sehingga dapat memanfaatkan sumberdaya yang tersedia. Hal utama yang menjadi fokus P5 adalah proses pembelajaran yang mampu mengembangkan kompetensi dan karakter pelajar, bukan semata-mata pada hasil/produk. Dengan adanya P5, satuan pendidikan dapat bergotong-royong untuk merencanakan, memfasilitasi, dan menjalankan asesmen yang esensial bagi pelajar. Sekolah dapat memilih tema-tema atau isu-isu penting P5 yang relevan sehingga pelajar dapat melakukan aksi nyata dalam menjawab isu-isu tersebut sesuai dengan tahapan belajar dan kebutuhannya.


Selain itu, tersedia juga berbagai dukungan untuk mendukung implementasi Kurikulum Merdeka. Pendidik dapat belajar bersama sesama pendidik di komunitas belajar, seri webinar, dan narasumber berbagai praktik baik, helpdesk, mitra pembangunan serta mengembangkan kompetensi diri melalui Platform Merdeka Mengajar (PMM). PMM menyediakan fitur utama seperti materi tentang kurikulum merdeka, pengumuman dan jadwal program terkini, referensi kegiatan belajar dan mengajar, pengembangan mendiri, mencari dan berbagi inspirasi. Dengan PMM para pendidik mendapat dukungan dalam memahami Kurikulum Merdeka dan juga menerapkannya. Kemudian, pemerintah juga menerapkan Komunitas Belajar sehingga pendidik dapat belajar bersama rekan sejawat baik di dalam sekolah maupun antar sekolah. Sekolah juga dapat mengakses narasumber berbagi praktik baik penerapan Kurikulum Merdeka sehingga dapat menginspirasi pendidik lain yang masih mempelajari Kurikulum Merdeka. Bagi para pendidik yang memerlukan tambahan informasi terkait Kurikulum Merdeka, Seri Webinar juga tersedia dan diakses melalui PMM.

Sebagai simpulan, penerapan Kurikulum Merdeka memang masih menjadi pilihan mandiri bagi sekolah, namun mengingat banyaknya manfaat yang didapatkan satuan pendidikan menjadikan Kurikulum Merdeka sebagai hal yang perlu diprioritaskan oleh sekolah untuk diterapkan. Sejatinya Kurikulum Merdeka dirancang untuk mengatasi krisis belajar dengan meningkatkan kualitas pembelajaran di semua satuan pendidikan. Dengan Kurikulum Merdeka para pendidik dapat memperkuat budaya refleksi, budaya belajar, dan berbagi sesama pendidik. Kurikulum Merdeka dirancang untuk menciptakan lingkungan belajar yang aman, nyaman, inklusif dan menyenangkan. Kurikulum Merdeka mentransformasi praktik pembelajaran yang berpusat pada peserta didik sehingga diharapkan dapat meningkatkan hasil belajar (literasi dan numerasi) dan membentuk karakter pelajar sepanjang hayat.


",1
11/2/2023 2:41:25,Guru,MI KAUKABUD DZURRIYAH,Belum,Implementasi kurikulum merdeka sangat mendukung untuk para siswa karena kebebasan dalam melaksanakan kegiatan belajar mengajar di sekolah ,1
11/2/2023 2:42:44,Guru,MTsN 2 Manggarai Barat,Sudah,"Kurikulum Merdeka fokus pada pengembangan karakter dan moral siswa sesuai dengan karakter Madrasah, Kurikulum Merdeka lebih fleksibel dan memberikan kebebasan kepada guru untuk mengembangkan pembelajaran.. 
Harapannya madrasah dan guru difasilitasi dengan aspek sarana prasarana yang memadai, pelatihan yang lebih intensif dan lain-lain",1
11/2/2023 4:23:16,Guru,RA Umi Sundari ,Sudah,Kurikulum yang baik sesuai dgn kondisi kebutuhan pendidikan masa kini harus dipersiapkan dengan matang dengan harapan tujuan dari penerapan kurikulum merdeka jni dapat tercapai,1
11/2/2023 4:39:00,Lainnya,MTsS DDI Baru Baru Tanga,Sudah,Implementasi kurmer terutama dimadrasah pastinya akan banyak tantangan terutamabbagaiman kesiapan dan SDM dari guru untk menerapkan kurmer di madrasah jadi harapan kami supaya IKM bisa membawa perubahan u belajar lebih baik terutama di madrasah dan tentunya harus ada pelatihan pelatihan sosialisasi kepada guru madrasah agar punya pengetahuan trkait bgaiman penerapan kurmer di kelas ,1
11/2/2023 4:59:45,Guru,Mohammad Juri Andropo,Sudah,Mardeka belajar dan berbudaya menyensngkan,1
11/2/2023 4:59:57,Tenaga Kependidikan,RA Ibnu Athar Kalukku,Belum,"Kurikulum Merdeka dirancang untuk menciptakan lingkungan belajar yang aman, nyaman, inklusif dan menyenangkan. Kurikulum Merdeka mentransformasi praktik pembelajaran yang berpusat pada peserta didik sehingga diharapkan dapat meningkatkan hasil belajar (literasi dan numerasi) dan membentuk karakter pelajar sepanjang hayat",1
11/2/2023 5:29:37,Guru,Hanafi,Belum,Kesiapan dalam pelaksanaan kumer di satuan pendidikan sangat mendukung dengan harapan nanti pendidikan akan lebih baik dan bertabat ,1
11/2/2023 5:42:39,Guru,Aliyah Tanwirul Kutub Bayah ,Sudah,Lumayan bagus,1
11/2/2023 5:45:47,Guru,Wahidin ,Sudah,"Setiap sekolah baik madrasah punya hak yang sama dalam mengimplementasikan kurikulum yang lebih baik.
Dan harapan saya setiap guru mampu dan selalu siap akan perubahan perubahan itu",1
11/2/2023 5:48:45,Siswa,MA NURUL ULUM,Sudah,"Menurut saya kurikulum merdeka berinovasi dalam pendidikan Indonesia yang bertujuan untuk mengembangkan potensi dan minat belajar siswa. Kurikulum ini memberikan kebebasan kepada siswa dalam memilih minat belajar mereka, mengurangi beban akademik, dan mendorong kreativitas guru.",1
11/2/2023 5:55:18,Guru,MA. Karta Raharja ,Belum,Kurikulum merdeka di madrasah adalah kesempatan yang baik untuk mengkombinasikan antara pendidikan dan pesantren  dengan fleksibilitas pembelajaran yang lebih fokus pada memperdalam keilmuan agama dengan tetap mempertahankan keilmuan umum di era globalisasi. Dukungan yang baik dari pihak sekolah maupun pesantren merupakan kunci utama keberhasilan serta semangat belajar siswa dalam mengembangkan ilmu pendidikan nasional serta keilmuan agama.,1
11/2/2023 5:57:11,Guru,SD IQRA'1 Kota Bengkulu ,Sudah,"Setiap sekolah baik madrasah memiliki hak yang sama  dalam mengimplementasikan kurikulum merdeka, dan setiap guru harapannya mampu dan selalu siap siaga untuk terus menghadapi tantangan perubahan ",1
11/2/2023 5:58:52,Lainnya,"MI Darussalam 02 Puger, Jember",Sudah,"Menurut saya adanya kurikulum merdeka ini memiliki kekemahan dan kekurangan. Kelebihan ya adalah, peserta didik daoat menfikuskan bakat yang dimiliki, sehingga dengan adanya tersediaan pembelajaran yang berbeda, mereka dengan mudah menguatkan bakatnya.

Adapun kekurangannya, pembelajaran berdiferensiasi ini memerlukan biaya yang tidak sedikit. Madrasah sebagai pelayan kurang mampu memberikan sarana yang memadai sehingga dengan adanya kurikulum merdeka ini, pendidik kurang maksimal dalam memberikan pembelajaran yang berstandart atau yang diharapkan. Apalagi Madrasah swasta dengan keterbatasan yang dimiliki.

Tetapi sebagai pengelola Madrasah, kami tetap semangat untuk mengantarkan generasi emas ini, sehingga nanti dapat mengisi kemerdekaan dan dapat mempertahankan kemerdekaan bangsa ini.",1
11/2/2023 5:59:34,Lainnya,Mi riyadlul wardiyah,Belum,"Sangat bagus, dan mudah mudahan bisa masuk dalam kurma ditahun 2025",1
11/2/2023 6:00:02,Guru,MIS MIFTAHUL ULUM,Tidak tahu,Belajar Mandiri sesuai dengan minat peserta didik akan mendongkrak semangat belajar siswa dan meningkatkan potensi peserta didik di berbagai materi yang ampu.,1
11/2/2023 6:07:02,Guru,MTs Darul Muttaqien NW Penujak,Belum,"Implementasi Kurikulum Merdeka di sekolah saat ini merupakan pilihan mandiri dengan menyesuaikan kesiapan dan karakteristik satuan pendidikan.
Kurikulum Merdeka merupakan suatu pembaharuan pada masa sekarang yang dilatarbelakangi oleh teknologi yang semakin maju 
penerapan kurikulum merdeka ini menimbulkan dampak yang dirasakan bukan hanya oleh guru namun juga siswa
Harapan berkesempatan mengetahui minat, bakat, kebutuhan, dan kemampuan siswa. ",1
11/2/2023 6:23:49,Guru,Mts Nahdlatul Ulum,Sudah,"Kurikulum Merdeka merupakan pembelajaran berbasis projek dengan penguatan Profil Pelajar Pancasila sebagai perwujudan pelajar Indonesia yang memiliki kompetensi secara global sesuai nilai-nilai moral Pancasila dengan enam ciri utama yaitu beriman, bertakwa kepada Tuhan Yang Maha Esa dan berakhlak mulia, berkebinekaan global, bergotong royong, mandiri, bernalar kritis, dan kreatif.",1
11/2/2023 6:25:49,Guru,MA Firdaus,Sudah,Sarana,1
11/2/2023 6:26:06,Guru,Mis ladang panjang,Sudah,Baik,1
11/2/2023 6:35:24,Tenaga Kependidikan,MIS MIFTAHUL ULUM,Belum,Belajar Mandiri untuk berubah dari keterpurukan menuju yang lebih baik,1
11/2/2023 6:51:08,Guru,Mts Al-Huda Malino,Belum,Saya berharap dengan adanya implementasi kurikulum tersebut dapat merubah proses belajar mengajar di sekolah tersebut,1
11/2/2023 6:54:26,Guru,MAS AL IMAN,Sudah,"Kurikulum ini juga merupakan langkah terobosan untuk membantu guru dan kepala sekolah mengubah proses belajar menjadi jauh lebih relevan, mendalam dan menyenangkan. Sehingga, peserta didik pun dapat lebih mudah memahami pembelajaran yang dilakukan.",1
11/2/2023 6:56:28,Guru,MTs Darul Hasanah,Sudah,"Disiapkan dengan mengawali diadakan sosialisasi dan Bimtek tentang IKM, Harapannya Kurikulum Merdeka ini dilaksanakan secara tuntas dan berkesinambungan tidak berhenti karena kebijakan pimpinan. Kurikulum Merdeka menjadi sesuatu yang berbeda dengan kurikulum sebelumnya karena membelajarkan anak sesuai bakat minat dan kemampuan dasar anak.",1
11/2/2023 6:56:54,Guru,MTS DARUL ISTIQOMAH PADANGSIDIMPUAN,Belum,Harapan kedepan nya kurmer ini semakin bisa dikembangkan,1
11/2/2023 6:59:52,Guru,MADRASAH ALIYAH LA HAMI KORE,Belum,MUDAH-MUDAHAN DENGAN ADANYA KURIKULUM MERDEKA BENAR-BENAR AKAN MENGEMBANGKAN OROSES PEMBELAJARAN YANG MAKSIMAL DI DALAM MAUPUN DI LUAR KELAS.,1
11/2/2023 7:00:18,Lainnya,MA NURUL ISLAM KAYANGAN,Belum,"Pergantian kurikulum selalu menghantui dunia pendidikan khususnya kami di madrasah yang mendapatkan bagian paling terakhir sehingga seolah-olah madrasah di kesampingkan. Ini ganti pemerintah ganti kurikulum, yang satux saja belum begitu optimal. harapanx gunakan saja kurikulum yang sudah ada, yang penting bapak ibu guru khususnya di madrasah lebih diperhatikan terkait dengan kesejahteraannya",1
11/2/2023 7:03:02,Guru,Annasriyah ,Sudah,Baik,1
11/2/2023 7:07:09,Guru,MA Al-Jamil ,Belum,Sangat berharap kurikulum ini bisa lebih mengena sesuai minat bakat siswa,1
11/2/2023 7:10:25,Guru,MA Manbaul Hidayah,Belum,"Kurikulum merdeka akan memberikan kemampuan pada siswa dan guru untk belajar dan memahami setiap project yg akan dilaksanakan, dngan persiapan dan strategi yg mateng. ",1
11/2/2023 7:10:42,Guru,MTs Nahdlatul Ulum,Belum,Dengan adanya kurikulum merdeka guru bisa mengatur proses pembelajaran dengan optimal dan dapat menyesuaikan dengan kebutuhan belajar dan minat peserta didik. Dan harapan kami semoga dengan adanya kurikulum merdeka guru serta murid bisa lebih semangat dalam menjalani proses pembelajaran.,1
11/2/2023 7:11:28,Tenaga Kependidikan,MI.AL-MUJAHIDIN TARAKAN,Belum,Dari sisi Kesipan Madrasah kami belum mempunyai persiapan . karena pengetahuanya hanya sebatas workshop dan dari sisi harapan semoga madrasah kami dapat menerapkan IKM di tahun depan karena sangat bagus untuk diterapkan kepeserta didik kami,1
11/2/2023 7:11:48,Guru,Abdul Hakim,Sudah,lebih di baguskan lagi sih,1
11/2/2023 7:14:10,Guru,MTs Al Ishlah Dasan Agung,Belum,"Menurut pandangan saya, pendidikan di Indonesia menuntuk peserta didik untuk semua tahu dalam artian, mata pelajaran yang disuguhkan terlalu banyak sehingga menghasilkan peserta didik yang banyak tahu namun tidak ahli. perlu adanya pembagian sejak dini bakat dan minat peserta didik sehingga madrasah mampu untuk mendorong dan menggiring kemampuan siswa sesuai bakat dan minat siswa.",1
11/2/2023 7:18:14,Guru,Mts. Nurussalam kujang,Sudah,"implementasi kurikulum merdeka di lembaga kami sudah kami laksanakan dengan sistem terpadu dan semua siswanya kami asramakan agar lebih mudah dalam membina, membimbing dan memberikan keteladanan kepada para siswa. Harapan kami setelah mereka selesai dapat mengimplementasikan apa yg sdh mereka dapatkan untuk masa depan mereka nanti.",1
11/2/2023 7:21:41,Tenaga Kependidikan,MAS Baiturrahim Kabar,Sudah,"belum siap karena guru masih melaksanakan bimbingan ttg penerapan kurikulum merdeka serta sarana dan prasarana belum memadai, harapannya semoga dengan kurikulum merdeka ini bisa menambah wawasan tenaga pendidik dan meningkatkan kemampuan siswa dalam kemandirian belajar",1
11/2/2023 7:21:48,Guru,MTs Pamulangan Sleman,Sudah,"menurut saya dari pngalaman kami menerapkan kurikulum merdeka adalah ssh cukup baik, namun hanya butuh pengasahan pengetahuan teknis dari guru2. ",1
11/2/2023 7:24:28,Guru,mts barokatusshaulatiyah NW Puyung,Belum,"Di madrasah seharusnya sarana dan prasarana harus mendukung, karena untuk suksesnya kurikukluma harusnya kesiapan guru, sarper, siswa sanget menentukan",1
11/2/2023 7:31:45,Guru,Ra Al iman,Sudah,D madrasah kami SDH menyelenggarakan kurmer karena menurut kami lebih mudah untuk mengimplementasikan KPD siswa lebih simpel dan nyaman,1
11/2/2023 7:38:37,Tenaga Kependidikan,MA M. BASIUNI IMRAN SAMBAS,Sudah,"Tahun ajaran 2023/2024 adalah tahun pertama bagi madrasah kami dalam melaksanakan program kurikulum merdeka, sebelumnya madrasah sudah mempersiapkan diri dan guru-guru dengan berbagai pelatihan terkait implementasi kurikulum merdeka baik melalui digital dengan mengikuti berbagai zoom meeting dan pelatihan secara online maupun secara langsung dengan menghadirkan narasumber dalam kegiatan In House Training, hasilnya tentu baru bisa di rasakan setelah 3-6 tahun kemudian dengan adanya kelulusan, semoga kurikulum ini lebih baik dari Kurikulum-kurikulum sebelumnya yang salah satunya menjadi solusi dari dampak covid yang akhirnya membatasi siswa untuk belajar secara offline beberapa tahun dan sekaligus terpapar oleh keasyikan dalam teknologi seperti bermain HandPhone. ",1
11/2/2023 7:41:05,Lainnya,MI Nurwahid Gunung Sari,Belum,penerapan kurikulum merdeka di madrasah menuntut madrasah harus benar benar siap dengan media pembelajaran yg memadai sehingga pelaksanaan nya bisa lebih optimal,1
11/2/2023 7:41:58,Tenaga Kependidikan,NURUL ISLAM,Belum,"semua stikholder,dewan guru semua ikut mendorong kurikulum merdeka sehingga terleksan anya pembelajaran bergam ini.",1
11/2/2023 7:42:07,Guru,MTs. Dakwah Islamiyah Putri Kediri ,Sudah,"Kesiapan madrasah belum 100%, sebagian guru masih belum faham dengan bagaimana mengimplementasikan kurmer. Harapan semoga pemerintah bisa memberikan support pada guru dengan memberikan pelatihan secara luring. Karena pelatihan daring yg diikuti belum memberikan dampak secara signifikan. Meskipun madrasah juga sudah mengadakan sosialisasi dll yang mendatangkan pengawas bina.",1
11/2/2023 7:44:45,Guru,MIS Mamba'ul Jadid,Sudah,"dalam kesiapan butuh ditelaah dan dperhatikan pada semua aspek agar dalam penyampaian ke pendidik lebih memahami dan bisa di terapkan dengan baik
harapan : supaya kurkulum di dunia pendidikan di sederhanakan agar tidak ribet kedepannya dan bisa diterima bagi semua kalangan pendidikan ",1
11/2/2023 7:47:06,Guru,MA AL-MA'ARIF 2 PLERED,Sudah,"Menurut saya, kurmer itu bagus. Tetapi alangkah lebih baiknya di masukan penanaman karakter dan akhlak. ",1
11/2/2023 7:53:02,Guru,MIN 2 BATAM,Sudah,"Baik dan lancar, dan semoga lebih baik kedepannya",1
11/2/2023 7:53:23,Guru,MIN 2 batam,Sudah,"Kesiapan baik dan lancar, harapan membuat karakter anak lebih baik kedepannya",1
11/2/2023 7:55:17,Guru,MI NU Ash Shobirin Gombang,Sudah,"kesiapan dari implementasi kurmer di sekolah kami siap, dan kami sudah menjalankannya, 
harapan nya kedepan kurmer bisa berjalan  dengan lancar ",1
