Timestamp,Status,Nama Madrasah,Sudahkah Madrasah saudara mengimplementasikan Kurikulum Merdeka?,Opini,Label
11/2/2023 7:50:49,Guru,MAS AT-TAHZIB KEKAIT,Sudah,"Implementasi Kurikulum merdeka (IKM) di madrasah kami mengalami hambatan. hambatannya adalah kesiapan SDM guru yang tidak mau mengupdate diri. minimnya sosialisasi pelatihan terkait IKM yang berbasis Luring. Meskipun banyak pelatihan yang berbasis daring, itu sangat-sangat tidak efektif bagi pengembangan pengetahuan dan pemahaman guru. untuk kedepannya kami berharap pelatihan IKM berbasis luring di tingkatkan sehingga pemahaman guru dalam IKM lebih Mantab.",-1
11/2/2023 7:51:04,Tenaga Kependidikan,Al-Jamil Bare Eleh,Belum,Belum siap,-1
11/2/2023 7:56:29,Guru,MI NURUL IMAN,Belum,"Terlalu sering gonta-ganti kurikulum, sangat tidak efektif untuk sekolah/madrasah.
Terlebih melihat kurikulum merdeka yang sekarang sangat ribet terlalu banyak kegiatan, sangat menambah beban guru terlebih untuk sekolah/madrasah swasta di pedesaan yg tenaga dan keuangannya sangat terbatas.

Harapannya semoga dikembalikan ke kurikulum sebelumnya.",-1
11/2/2023 7:58:33,Guru,MIS Unggulan Bahrul Ulum ,Belum,"Sarana prasarana yang mendukung, Guru Yang Faham tentang Kurmer, karena guru swasta rara² guru honorer yang gajinya sangat rendah sehingga mereka masih sibuk dengan cari tambahan nafkah keluarga, sehingga tidak bisa begitu fokus  ",-1
11/2/2023 8:25:58,Tenaga Kependidikan,MTsS AL-FALAH SINAR GUNUNG,Sudah,Masih Banyak Kekurangan dari sarana prasana utk menggunakan kurmer di madrasah,-1
11/2/2023 8:37:22,Guru,MA Riyadlus Sholihien,Sudah,"Kurikulum merdeka yang dilaksanakan di Madrasah kami kurang efektif karna mengingat sarana dan prasarananya masih kurang memadai, sehingga kemampuan siswa menjadi terbatas untuk mengeksplore materi yang sudah mereka terima",-1
11/2/2023 8:38:07,Guru,MIS Tarbiyyatul Hidayah,Sudah,Kesiapan belum menunjang ,-1
11/2/2023 8:40:37,Guru,MTs Sabilul Huda,Sudah,Terlalu seringnya Gonta ganti kurikulum.,-1
11/2/2023 8:42:16,Guru,MI Buniwangi Nurul Huda ,Sudah,"Hampir keseluruhan sekolah belum siap untuk melaksanakan kurikulum merdeka, harapannya tidak gunta-ganti kurikulum karena dengan seringnya gunta-ganti kurikulum bukan membuat anak pintar malah menjadi anak yg kurang berakhlak, karena guru banyak mempersiapkan administrasi yg harus dilakukan.",-1
11/2/2023 8:45:03,Guru,MAS NAHDLATUS SHAUFIAH,Belum,Belum siap,-1
11/2/2023 8:46:04,Guru,MA Nahdlatus Saufiah wanasaba,Belum,"Belum siap, ",-1
11/2/2023 8:54:21,Guru,MA Nahdlafus saufiah wanasaba,Belum,tidak siap,-1
11/2/2023 8:56:31,Guru,MTs Raudlatul Muslimin NW Kayangan,Belum,Belum Siap dari Segi Sarana Penunjang yang ada di Madarsah Kami dan dengan harapan penerapan kurikulum Merdeka di Madrasah kami lebih diperhatikan oleh pemerintah khusunya kemenag masalah kebutuhan penunjang penerapan Kurikulum merdeka tersebut di Madrasah kami.,-1
11/2/2023 9:05:33,Guru,MAS NAHDLATUS SHAUFIAH,Belum,TIDAK TAHU,-1
11/2/2023 9:10:18,Guru,Raudlatul Mubtadiin,Sudah,"Persiapan yang belum,sistem yang belum terencana dengan baik,kurangnya SDM.",-1
11/2/2023 9:15:44,Guru,MI Nasruddin ,Sudah,"Menurut saya kurikulum ini sudah memberikan design baru bagi pendidikan di Indonesia agar lebih baik, namun saya memberikan saran untuk pendidikan di Indonesia agar tidak mengikuti arus politik ",-1
11/2/2023 9:17:58,Guru,MI NW PENYENGGIR,Sudah,"Kurikulum merdeka di madrasah ckup efectif,,akan tetapi blm di barengi dengan sarpras yg ada,karna dana untuk sarpras sngat minim di banding skolah negri yg punya dana di luar BOS,,shg kami agak kesulitan untuk menyesuaikn konten/ materi karna srpras yg sngat kurang.alangkah elokx jg di barengi dengan kesejahteraan smua guru madrasah tnp harus memandang mereka sdh srtifikasi/ inpasing krn banyak jg guru yg sdh mengabdi lama,sulit skli untuk bs dpt PPG...saran seandainya kami yg ngabdi lebih dr 10 thn sdh bs srtifikasi tanpa melalui PPG..itu hx kilasan curahan kami selaku guru yg masih di pandang sebelah...",-1
11/2/2023 9:26:33,Guru,M. Satar,Belum,Ditempat kami belum menggunaka belum siap,-1
11/2/2023 9:29:11,Guru,"MI, Sunan Giri",Sudah,Belum begitu paham,-1
11/2/2023 9:30:27,Guru,MI Wahid Hasyim Dau,Sudah,Kurikulum Merdeka di madrasah sepertinya masih belum siap dilaksanakan karena pada kenyataannya guru di lapangan masih banyak yang kebingungan karena belum paham.Terutama di madrasah swasta.,-1
11/2/2023 9:31:27,Guru,MTs Nurul Huda Nw Batam ,Belum,Belum melaksanakan,-1
11/2/2023 9:31:31,Guru,MI SUNAN GIRI,Sudah,Kurang faham,-1
11/2/2023 9:31:34,Siswa,MTS TA'LIM AL-MUBTADI ,Belum,sekolah saya belum siap,-1
11/2/2023 9:32:10,Guru,Hasyim Asy'ari,Sudah,Masih belum efektif karena masih kurangnya pengetahuan tentang kurikulum merdeka,-1
11/2/2023 9:32:44,Tenaga Kependidikan,MIT Ar Roihan,Sudah,"Dari kesiapan madrasah Insya Allah sudah siap dari pengadaan buku, dan berbagai praktik yang sering diadakan oleh madrasah. Tapi dari pihak orang tua berpendapat, kurikulum merdeka sulit materinya terlalu berat :-)",-1
11/2/2023 9:35:57,Tenaga Kependidikan,MTSS Ta'lim Al-Mubtadi,Belum,"tidak terlalu berbeda dengan K13, tapi madrasah kami belum siap",-1
11/2/2023 9:35:57,Guru,MI AR ROUDHOH JABUNG ,Sudah,Menurut saya untuk kurmer di madrasah sdh baik akan tetapi untuk penunjang p5 di wilayah desa yg sdmnya rendah membuat banyak wali murid yang keberatan,-1
11/2/2023 9:38:27,Guru,MI Daud Kholifatullah ,Sudah,"Dalam era pembelajaran sekarang mau ataupun tidak kita harus bisa menerapkan sistem kurikulum merdeka, memang kami menyadari banyak sekali kekurangan tetapi kami menjadikan kekurangan tersebut menjadi tantangan dimasa yang akan datang,baik dari segi sarana, prasarana,siswa maupun gurunya sendiri.",-1
11/2/2023 9:41:29,Guru,MTs Assaadah,Sudah,"Belum terlalu siap, karena fasilitas kurang memadai",-1
11/2/2023 9:46:11,Guru,MTs MINAT Kesugihan ,Sudah,"Di Madrasah kami insya Allah Siap menggunakan kurikulum Merdeka. Harapan nya dengan kurikulum merdeka guru dapat leluasa dan benar benar merdeka dari segi apapun dalam menentukan metode pembelajaran yang sesuai dengan peserta didik. Guru lebih sejahtera lagi.

Logikanya jika guru kurang sejahtera maka guru masih tidak fokus mencerdaskan anak bangsa dikarenakan banyak tuntutan dan desakan serta kebutuhan ekonomi yang harus di penuhi dan menjadi beban serta tanggung jawab yang harus di selesaikan di luar sekolah.",-1
11/2/2023 9:48:13,Guru,MTsS Nurul Islam -Pungging- Mjokerto,Sudah,"Dari segi kesiapan
 - Setiap sekolah seharusnya siap baik secara pengelolaan siswa dalam hal ini gurunya maupun siap secara fasilitas spt komputer, wifi dan proyektor tiap kelas, karena kondisi siswa yg berbeda, menuntut kita memberikan penyampaian materi secara berbeda pula, untuk memenuhi siswa yg berbeda - beda ( kinestetik, auditory, atau pun visual )

- Harapannya
Ada contoh yang konkrit di setiap mapel untuk penerapan kurikulum secara lengkap, sehingga ada juklak dan juknis yg jelas, bagi setiap guru, baik guru baru maupun lama
- Lesson plan atau RPP cukup  inti sari saja,  agar paperless, toh pada prakteknya selalu beda antar lesson plan dan praktek.
- lebih fokus ke penanganan siswa yg maksimal, bkn pada administrasi yang banyak dan rumit
",-1
11/2/2023 9:49:05,Guru,MIS SUNAN GIRI,Sudah,"Sebagai angkatan yang pertama kali memakai sistem kurikulum merdeka, saya merasa capek betul",-1
11/2/2023 9:53:23,Guru,Ma Sirojul Hikmah,Sudah,Sdm peserta didik yg dikampung masih kurang,-1
11/2/2023 9:57:51,Guru,MTs Darun Nahwi,Sudah,Anak merasa tdk ter bebani dalam mengikuti KBM madrasa.,-1
11/2/2023 9:58:01,Guru,MTs NWDI PRINGGASELA,Tidak tahu,Kurang siap sih karena belum begitu paham dgn kurikulum ini.harapan saya supaya guru2 lebih sering di adakan bintek .supaya pemahaman di kurmer ini lebih paham,-1
11/2/2023 10:00:23,Guru,Mts Islamiyah Trimoharjo,Belum,Kurikulum harus diterokan disekolah walpun blm maksimal,-1
11/2/2023 10:13:16,Siswa,Mts ta'lim al mubtadi ,Belum,Belum menerapkan because belum siap,-1
11/2/2023 10:14:13,Guru,MTs Nurul Huda Nahdlatul Wathan Batam ,Belum,MTs Nurul Huda Nahdlatul Wathan tidak siap melaksanakan kurikulum merdeka karena masih kurang dalam berbagai aspek seperti kurangnya guru dan tenaga kependidikan lainnya.,-1
11/2/2023 10:14:15,Guru,Mas PP Hasanatul Barokah,Belum,saya tidak tau tentang kurikulum merdeka,-1
11/2/2023 10:22:42,Guru,MAS NW REMPUNG,Belum,secara sarana dan prasarana blum siap namun karena kemajuan perkembang suka tdk suka harus mengikutinya,-1
11/2/2023 10:28:32,Tenaga Kependidikan,MI Zainul Irsyad,Belum,Berhentilah gonta ganti kurikulum,-1
11/2/2023 10:29:28,Guru,MIS.Riyadlul Wardiyah ,Sudah,"Kurikulum merdeka perlu difahami oleh kami secara total,karna bagaimanapun kurikulum ini mau diterapkan kalau kami masih meraba-raba maka hasilnya tidak akan bisa maksimal malah akan sia2.",-1
11/2/2023 10:29:47,Guru,Mts Ma'arif NU Cijeruk ,Belum,"IKM belum semua madrasah menerapkannya, sosialisasi dan pelatihan IKM masih kurang sehingga banyak guru kurang paham tentang kurikulum merdeka, harapan kami lebih sering lagi diadakan sosialisasi kumer ditingkat KKM",-1
11/2/2023 10:32:33,Tenaga Kependidikan,MTs Swasta Al Mustajaabah Hutaraja Lama,Belum,Dari segi kesiapan skill guru masih banyak madrasah yang belum mampu menerapkan kurikulum merdeka di madrasah. begitu juga sarana penunjang masih sangat jauh untuk mencapai sekedar memadai. begitu  juga masalah yang tidak kecil dengan kesiapan anak-anak yang belum terbiasa dengan kurikulum merdeka.,-1
11/2/2023 10:32:36,Guru,MI Bilingual Al Ikhlas,Sudah,"kami siap melaksanakan Implementasi Kurikulum Merdeka yang mana dalam setiap pembalajarannya akan menyenangkan dan bermakna bagi setiap peserta didik dan semua yang berhubungan dengan pembelajaran tersebut. kami berharap kedepannya dapat mengaplikasikan IKM tersebut dengan baik lagi, sebab kesulitan di kami sebagian guru masih belum faham dengan cara ngajar versi Kurmer dan cara penilaian serta apapun itu. kami sempat beberapa kali diikutkan terkait pelatihan atau workshop IKM agar bisa faham. tapi karena ada beberapa guru sepuh "" usianya lebih"" masih bingung, sebab terbiasa dengan cara mengajar yang konfensional. kami harapkan ada pelatihan yang berkelanjutan dari pihak yang berwenang. sebab selama ini hanya terkait pengertian/ wawasan terkait IKM saja, ada juga yang pelatihan yang hanya tentang cara penilaian saja. tidak pernah runtut mulai pengertian, persiapan ngajar sampai evaluasi dan tindak lanjutnya. maaf banyak komen yang membingungkan..",-1
11/2/2023 10:33:13,Guru,Mts 1 nuruil Islam ,Sudah,Dalam implementasi sangat mudah namun pembutan perangkat sangat sulit,-1
11/2/2023 10:34:41,Guru,MTs Raudlatul Quran,Belum,Dari sisi kesiapan madrasah yaitu Faktor kendala guru sekolah dasar dalam mengimplementasikan kurikulum merdeka belajar adalah kurangnya pemahaman tentang kurikulum merdeka belajar antara guru dan orang tua. Dan sarana dan prasarana belum memadai.,-1
11/2/2023 10:39:24,Guru,MI Buniwangi Nurul Huda,Belum,"Pada dasarnya kurikulum merupakan panduan atau yoalk ukur bagi guru dalam mencetak siswa yang berkepribadian dan nerkualitas, namun sulit rasanya bagi guru jika kurikulum tersebut harus berganti setiap 5 tahun nahkan kurang dri itu sebab guru sulit untuk memprediksi kekurangan fan kelebihan dari kurikulum yang di luncurkan",-1
11/2/2023 10:40:12,Guru,MIS HIDAYATUL FALAH,Belum,"Kurikulum yang katanya minim admin, namun justru malah lebih menggunung dalam persiapannya",-1
11/2/2023 10:40:57,Guru,MIS NURUL HIKMAH,Belum,Msih belum siap,-1
11/2/2023 10:41:04,Guru,MTS AR ROUDHOH Jabung,Sudah,"Perlakuan kurmer di Madrasah saya sudah terlaksana baik, tetapi siswa masih sulit mengikuti proses pembelajaran kurikulum merdeka sekarang. ",-1
11/2/2023 10:42:36,Guru,MTs NURUL ISLAM ,Sudah,Kalau madrasah nya sudah siap tapi kemungkinan SDM nya yang kurang siap karena masih peralihan dari kurikulum K13 ke kurikulum merdeka,-1
11/2/2023 10:43:08,Guru,MAS AL AQIDAH,Sudah,"Ada keterbatasan bagi guru yang ada di daerah tentang keterbatasan sumber literasi, dan teknologi dan berpotensi menciptakan manusia-manusia individualistik. Karena setiap siswa dapat mengejar tujuan mereka sendiri, yang mungkin berbeda dari siswa lain.",-1
11/2/2023 10:52:58,Guru,MTs NW Puyung,Belum,Sepertinya belum siap .. karena guru masih membutuhkan pelatihan yang lebih intensif lag untk mematangkan pengetahuan tentang kurikulum Merdeka ,-1
11/2/2023 11:10:00,Guru,Mts ar roudhoh ,Belum,Kurang kesiapan modul ajar ,-1
11/2/2023 11:12:17,Guru,MAS Sabilarrasyad Samarinda,Sudah,Kurang optimal di sekolah kami karena keterbatasan media digital + santri/santriwati tidak diperkenankan membawa HP. Bahan ajar jadi terkesan kurang persiapan (semua serba dari guru).,-1
11/2/2023 11:13:39,Guru,MIS AL FALAH,Sudah,"di madrasah kami memang sudah menerapkan KURMER, tp hanya baru di aplikasikan pada kelas 1 dan 4 sja,. jadi saya sendiri sebagai guru kelas 3 belum mendapatkan giliran KURMER, entah dari pengenalan, sosialisasi, hingga eksekusi di lapangannya nanti seperti apa, ..
wassalam...",-1
11/2/2023 11:14:06,Tenaga Kependidikan,MAS NAZWA,Sudah,"Kurikulum merdeka telah memberikan pelajaran baru bukan saja buat siswa tetapi juga buat para pendidik dan tendiknya, para guru dituntut melek terhadap digital, dan mampu membuat metode yang tepat untuk pembelajaran, akan tetapi bagi kami ada sedikit masalah terkait kelengkapan sarana yang ada di Madrasah kami, karena msih kurang bisa menunjang proses pembelajaran dengan kurikulum merdeka",-1
11/2/2023 11:14:55,Guru,MI MIFTAHUS SHIBYAN,Sudah,untuk kesiapan bisa dibilang kami belum sepenuhnya siap Karen selain media pembelajaran yg terbatas juga pemahaman maupun pengoperasian guru terhadap IT maupun digital di madrasah kami masih kurang ,-1
11/2/2023 11:20:24,Siswa,"MI Hasyim Ashari
",Sudah,Kurikulum yg sekarang membingungkan orang tua dalam pembelajaran terhadap anaknya...  Soalnya banyak yg harus di pelajari...  ,-1
11/2/2023 11:20:57,Guru,Mi NASYRUL ULUM,Sudah,"Kurang bimbingan,terutama ahlaknya anak- anak",-1
11/2/2023 11:24:44,Guru,MIS SHOLBIYAH,Sudah,"Kurikulum Merdeka dalam sistem pendidikan saat ini mungkin sudah termasuk dalam pembelajaran era modern atau bisa dikatakan untuk anak-anak millenial, namun juga masih banyak kendala jika diterapkan di indonesia karena tidak semua wilayah di Indonesia menunjang untuk satuan pendidikannya.",-1
11/2/2023 11:30:12,Guru,Mi Hidayatul Istiqomah,Belum,Sebenarnya bagus untuk di madrasah tapi sarana nya masih kurang lengkap di madrasah jadi kurang maksimal,-1
11/2/2023 11:30:50,Guru,MIS Ar-Raudlatul Hasanah,Belum,Hanya kesiapan tenaga pendidik yang belum maksimal karena kurangnya sosialisasi,-1
11/2/2023 11:31:58,Tenaga Kependidikan,MI AR ROUDHOH ,Sudah,Kurang tepat untuk madrasah yang berada di wilayah desa dwngan sdm yang rendah ,-1
11/2/2023 11:35:11,Guru,MA Al Islamiyah PUI,Sudah,"Pelatihan yang diterima seringnya belum tuntas, sehingga pemahamannya tidak menyeluruh. Sekolah membutuhkan pendampingan yang intens untuk benar-benar menerapkan Kurikulum Merdeka. ",-1
11/2/2023 11:43:05,Guru,MI Islamiyah Mentosari,Sudah,"Masih banyak guru yang belum siap dalam penerapan kurikulum merdeka, baik dalam administasi dan aplikasi dalam proses pembelajaran",-1
11/2/2023 11:48:12,Guru,MTs. MINAT,Sudah,Belum bisa optimal ...,-1
11/2/2023 11:48:42,Guru,MI Ar Roudhoh Jabung ,Belum,Belum maksimal dilaksanakan di lembaga ,-1
11/2/2023 11:50:53,Guru,MI AR ROUDHOH JABUNG ,Sudah,"Menurut saya, madrasah saya masih belum terlalu siap untuk mengikuti kurikulum merdeka, karna juga sebagian besar guru gurunya belum paham betul dengan apa itu kurikulum merdeka ",-1
11/2/2023 11:50:56,Tenaga Kependidikan,MI Al-Hijrah Ujung Tanjung ,Sudah,Menurut saya penerapan kurikulum merdeka belum siap karena kurang nya  dan minim nya informasi serta sosialisasi ,-1
11/2/2023 11:54:14,Guru,MI Nurul Huda Jelu,Sudah,Untuk kesiapan masih jauh dari kata siap,-1
11/2/2023 11:55:33,Tenaga Kependidikan,MI Bahrul Ulum Sanankerto,Sudah,"dalam 1 madrasah belum tentu disetiap kelasnya siap menerapkan kurikulum merdeka ini, dan kurikulum merdeka ini belum bisa berjalan denganbaik di madrasah.",-1
11/2/2023 11:55:58,Guru,MA Darul Ihsan,Belum,"Belum,bisa sarana belum memadai",-1
11/2/2023 12:02:23,Guru,MTs Islamiyah Kasiman,Sudah,Masih banyak guru-guru yang belum memahami kurikulum merdeka dan belum banyak mengikuti pelatihan yang berhubungan dengan kurikulum merdeka baik secara mandiri atau diklat dari Kemenag,-1
11/2/2023 12:06:14,Guru,MTSS NW PRINGGASELA,Belum,"Tahun ini di Madrasah kami belum melaksanakan Kurikulum Merdeka, karena belum dirasa siap. Akan tetapi di tahun 2024 insyaAllah akan siap menginplementasikan kurikulum merdeka dengan sarana yang ada, baik dari kesiapan sarana Madrasahnya,  Sarana pengajar dan pembimbingnua,  apalagi saran peserta didiknya. Harapan kami semua, mudah-mudahan pemerintah dalam hal ini kemenag bisa membantu terselenggaranya kurikulum merdeka ini, baik dengan mengadakan pelatihan atau diklat, atau sekedar workshop bagi kami yang masih terlalu awam dengan kurikulum ini. 
Terimakasi",-1
11/2/2023 12:11:49,Tenaga Kependidikan,MI Miftahul ulum,Sudah,Belum 100 %siap,-1
11/2/2023 12:18:42,Guru,Miftahul Ulum,Sudah,belum 100% siap,-1
11/2/2023 12:31:06,Guru,Mi alhijrah ujung tanjung,Tidak tahu,Tidak tahu,-1
11/2/2023 12:34:15,Guru,MTs Al Yakin Pungpungan,Sudah,Masih serasa kurikulum sebelumnya krn fasilitas yg kurang memadai dan masih minimnya pengetahuan guru tentang perkembangan teknologi sehingga dibutuhkan suatu pelatihan yg terkait dg pembelajaran,-1
11/2/2023 12:43:15,Guru,MTs. Riyadlus Shalihin,Sudah,"Byk guru yg tdk siap, smg tdk gonta ganti  kurikulum walaupun ganti menteri",-1
11/2/2023 12:54:01,Guru,MTSs Nurul Huda NW Tg. Riau ,Belum,Masih banyak fasilitas madrasah yg blm memadai utk mengimplementasikan Kurikulum Merdeka saat ini,-1
11/2/2023 13:06:47,Siswa,MA Al Islamiyah PUI Jakarta,Sudah,Banyak yang kaget karena mungkin masih beradaptasi juga,-1
11/2/2023 13:07:01,Guru,Mis Almanshuriyah,Sudah,"Kurang nya work shop workshop tentang kurikulum merdeka,,jd kami belum paham betul apa itu kurikulum merdeka..",-1
11/2/2023 13:36:03,Guru,MIS MI MUHAMMADIYAH POTRONAYAN 2,Sudah,"Dari sisi kesiapan kurikulum merdeka di madrasah merupakan sebuah keniscayaan agar siswa madrasah mampu dan memiliki kecerdasan spiritual, kecerdasan sosial, kecerdasan emosional dan ketrampilan sesuai dengan kompetensi yang ada pada diri anak dengan harapan siswa madrasah mampu bersaing bertahan di segala tantangan di masa depan. karena selama ini masih ada sebagian masyarakat yang menganggap bahwa siswa madrasah masuk kategori kelas 2 (dua ) atau di bawah orang atau lembaga lain. ",-1
11/2/2023 13:50:22,Guru,MTS ATTAQWA 14,Belum,"Kurikulum merdeka belajar memberikan kebebasan dan pilihan kepada murid -- murid untuk menentukan mata pelajaran apa yang dibutuhkan untuk membantu masa depan mereka, dan di saat yang sama menghilangkan stigma bahwa jurusan MIPA lebih baik dari jurusan IPS. Selain itu, penghilangan stigma dan perbedaan perlakuan antara jurusan MIPA dan IPS diharapkan dapat menciptakan lingkungan pendidikan yang lebih inklusif dan adil bagi semua siswa.
Selain itu, penerapan Kurikulum Merdeka Belajar juga diharapkan dapat mengatasi masalah-masalah yang sering muncul dalam kurikulum sebelumnya, seperti kelebihan beban kurikulum dan kurangnya fleksibilitas dalam memenuhi kebutuhan siswa.",-1
11/2/2023 14:07:00,Lainnya,mis.miftahul huda bumi agung,Belum,sulit menyesuaikan dalam prakteknya,-1
11/2/2023 14:15:44,Guru,Mts Assalamiyah ,Belum,No komen,-1
11/2/2023 14:18:47,Guru,MTs Darul Falah ,Sudah,"Semoga dgn adanya kurikulum ini, anak bisa memahami dalam sistem pembelajaran yang di tetapkan, harapan saya semoga bukan sekedar anak anak pandai tetapi akhlak yang paling utama, karna semakin kesini banyak kejadian etika dan akhlak anak2 didik rusak karna dampak dari kemajuan teknologi",-1
11/2/2023 14:48:01,Guru,Mis Nurul hidayah cibinong ,Belum,Belum tahu,-1
