Timestamp,Status,Nama Madrasah,Sudahkah Madrasah saudara mengimplementasikan Kurikulum Merdeka?,Opini,Label
11/1/2023 19:11:22,Guru,MIN 2 BATAM,Sudah,dalam konsep kuat kompetensi,0
11/1/2023 19:26:23,Guru,MTsS Darul Ulum,Sudah,ya ikut program perintah kemendiknas ganti kurikulum ya ganti implementasi ya jalan ajar damai kurikulum,-1
11/1/2023 19:28:09,Guru,MAS Sabilal Akhyar,Sudah,implementasi kurikulum merdeka madrasah butuh kesiap faktor tunjang arah terap kurikulum prematur kondisi madrasah terap harap khusus kompeten jajak potensi lini depan madrasah paham siap aplikasi kurikulum merdeka salah ukur salah sasar,1
11/1/2023 19:28:48,Guru,Mis,Tidak tahu,harap jgn adm,-1
11/1/2023 19:29:09,Guru,MI. Bustanul Ulum 09 ,Sudah,,-1
11/1/2023 19:29:13,Guru,MIS Daud Kholifatulloh,Sudah,kurikulum terap madrasah kelas ajar implementasi kurikulum madrasah kali ada work shop imk ajar,1
11/1/2023 19:29:43,Guru,MIN 2 Batam ,Sudah,mohon bimbing guru kurikulum merdeka,0
11/1/2023 19:30:19,Tenaga Kependidikan,RA AL Kautsar,Belum,d lembaga ikm d laksana sepenuh faham betulsambil belajarharapannya d benar laksana dg sesuai harap,0
11/1/2023 19:33:04,Guru,MIN 2 Batam,Belum,ideal rombel maksimal siswa busa fasilitas diferensiasi ajar dasar karakteristik serta didik ajar guru siswa,0
11/1/2023 19:38:43,Guru,MIN 2 Batam,Sudah,implementasi kurikulum merdeka madrasah laksana kurikulum ruang kreativitas inovasi madrasah kembang kurikulum operasional tingkat satu didik kurikulum merdeka fokus materi esensial kembang kompetensi serta didik fase proses ajar harap dalam makna terburuburu senang,1
11/1/2023 19:39:02,Guru,MIS.Husnul Amal Kotabumi Selatan ,Sudah,bagus terap jalan lengkap alat tunjang terap kurikulum merdeka,1
11/1/2023 19:41:58,Guru,RA IQRA'ATUL ASYRIAH,Belum,iya,1
11/1/2023 19:46:08,Tenaga Kependidikan,MIS.Husnul Amal,Sudah,minat terap madrasah terap madrasahharapan madrasah dana bantu bantu alat tunjang terap kurikulum,0
11/1/2023 19:47:15,Guru,Min 2 Batam ,Sudah,kurikulum mardeka bagus siswa minat ajar kembang kreativitas nya,1
11/1/2023 19:51:08,Guru,MIN 2 BATAM,Sudah,serta didik milik dalam konsep kuat kompetensi,0
11/1/2023 19:57:49,Guru,MIN 2 BATAM,Sudah,mudah mudah,1
11/1/2023 19:58:55,Guru,MIS AL-IHSAN,Belum,opini mis alihsan implementasi kurikulum merdeka madrasah dasar tata kelola sistem ajar jalan harap implementasi kurikulum merdeka mis alihsan kualitas ajar tingkat hasil lulusanlulusan saing kompeten,1
11/1/2023 20:00:18,Guru,MI DARUL HUDA,Sudah,siswa kesan ajar bermafaat,1
11/1/2023 20:09:13,Tenaga Kependidikan,MIS AL-MUTTAQIIN ,Tidak tahu,istilah dunia didik paham kurikulum merdeka,-1
11/1/2023 20:10:24,Guru,MA ASSALAFIYAH LUWUNGRAGI,Sudah,madrasah ma assalafiyah butuh perangkat kurikulum merdeka ajar terap kurikulum merdeka harapanya songsong era maju terap p,0
11/1/2023 20:19:29,Guru,MI NEGERI 2 BATAM,Sudah,moga tingkat muti didik bangsa indonesia depan,1
11/1/2023 20:25:22,Guru,Min 2 Batam ,Sudah,bagus sarana prasarana layak guru perhati nyaman,1
11/1/2023 20:27:31,Guru,Min 2 batam ,Sudah,siswa bebas utk atur ajar milik tanggung,0
11/1/2023 20:29:12,Guru,MI AN-NISA,Belum,implementasi kurikulum merdeka sekolah pilih mandiri sesuai kesiap karakteristik satu didik,0
11/1/2023 20:45:25,Guru,MINegeri 2 Batam,Sudah,kurikulum ajar intrakurikuler konten yg agam siswa optimal milik dalam konsep kuat kompetensi,1
11/1/2023 20:45:44,Guru,MIS SALAFIYAH,Belum,bebas lembaga pilih capai butuh sekolah capai minimum sesuai kondisi sekolah,0
11/1/2023 21:01:46,Guru,"MIS Al-Muttaqin Tanjung Uma, Batam",Sudah,latih yg dalam khusus pengimplematasi kurikulum merdeka mudah paham terap sekolah serta didik,0
11/1/2023 21:03:03,Guru,MA Darul Ihsan ,Belum,opini kurikulum pimpin beda bijak wenang nya kurikulum anggap atur laku ubah iring ganti pimpin jabat,-1
11/1/2023 21:03:48,Guru,MTsS Darul Falah Batam ,Sudah,damping ikm madrasah terap kurikulum susun perangkat kurikulum perangkat ajar latih praktek nyata tuju kurikulum laksana bangkit semangat guru inovasi ajar perhati,1
11/1/2023 21:07:03,Tenaga Kependidikan,MI Hikmatush Shofwah,Belum,usaha giat giat,0
11/1/2023 21:11:19,Guru,Mis al muttaqiin,Sudah,cipta ajar kualitas sesuai butuh ajar kondisi satu didik,0
11/1/2023 21:15:26,Guru,MAS Nahdlatul Wathan ,Sudah,terap kurma madrasah tunjang pasilitas yg pada batas dana anggar kesiap didik menteri agama ruang yg guru madrasah latih brnarbenar paham isi muat implementasi kurma latih yg siap kemenag sifat daring efektif banding latih offline kaji ulang bijak tuju terap kurma madrasah diemplemamtasikan maksimal,0
11/1/2023 21:20:12,Guru,MTs Hasyim Asy'ari Bawang,Sudah,zona nyaman sistem ajar milik alam program merdeka ajar batas referensi,-1
11/1/2023 21:38:55,Guru,MI Miftahul ulum Batam kota ,Belum,jalan mampu yg madrasah,0
11/1/2023 21:41:22,Guru,MTs HANG NADIM BATAM,Sudah,laksana kurmer madrasah moga serta didik kualitas dana karakter,1
11/1/2023 21:48:53,Guru,mdt al anshoriyah,Sudah,atas krisis ajar,0
11/1/2023 21:49:23,Guru,MIS AL ASY'ARIYAH,Belum,gencar sosialisasi kurikulum guru guru workshop seminar selenggara kait mudah akses informasi kurikulum merdeka,0
11/1/2023 21:56:01,Tenaga Kependidikan,MTs Miftahul Ulum,Sudah,inovasi didik indonesia tuju kembang potensi minat ajar siswa,0
11/1/2023 22:01:33,Guru,MDT AL ANSHORIYAH,Sudah,atas krisis ajar,0
11/1/2023 22:07:33,Guru,Mts as salam,Belum,laksana terap,0
11/1/2023 22:11:10,Tenaga Kependidikan,MTSS SYEKH RAFII ,Sudah,laku kumer guru giring siswa sesuai minat bakat songsong individu serta didik,0
11/1/2023 22:24:20,Guru,MI RUHAMAK JAMBIK,Sudah,kurikukulum wawas guru milik leluasa pilih perangkat ajar ajar sesuai butuh ajar minat murid,0
11/1/2023 22:24:22,Guru,MTs Terpadu Darun Najah,Sudah,minim dana fasilitas,-1
11/1/2023 22:29:41,Guru,MI islamiyah damarwulan,Belum,implementasi giat arah kurikulum merdeka tau spesifikasi terap kurikulum merdeka harap kurikulum merdeka beban guru segi administrasi media ajar nya kompetensi inti kompetensi dasar tuju ajar simpel fleksibel materi tuntas semester efesien giat ajar,-1
11/1/2023 23:04:22,Guru,waslan Mustopa,Sudah,infrastruktur penuh madrasah madraah lengkap kait ikm,0
11/1/2023 23:06:45,Guru,MIS AZZAINIYAH II,Sudah,harap bantu buku paket ajar kurikulum merdeka,0
11/1/2023 23:09:31,Guru,MTs. Ruhama Jambik,Belum,sisi kesiap terap kurikulum merdeka latih bimtek guru paham alur laksana kurikulum proses ajar harap dalam makna terburuburu senang,1
11/1/2023 23:11:32,Guru,MI NW TALON AMBON,Sudah,kesiap lembaga yangmasih tahap kurikulum merdeka mandiri ajar fasilitas lengkap sarana prasarana tahap mohon kemenag pusat bidang sarana prasarana terima usul bantu sarpras bantu perintah sarpras sekian kali usul madrasah,0
11/1/2023 23:12:17,Guru,Mts AL-HASBILLAH,Belum,bagus,1
11/1/2023 23:18:21,Tenaga Kependidikan,MAS TANJUNGJAYA,Sudah,kurikulum merdeka kurikulum madrasah adaptasi terap kurikulum merdeka harap ada latih tenaga didik implementasi lapang jalan sesuai tuju laku kurikulum merdeka hasil serta didik kualitas,0
11/1/2023 23:23:27,Tenaga Kependidikan,Mi Al Jabbar,Belum,kurikulum fokus biasa siswa serap ajar,0
11/1/2023 23:34:35,Tenaga Kependidikan,RA AL FUTUHIYAH,Belum,harap selenggara latih rutin bahan kembang guru,0
11/1/2023 23:37:33,Lainnya,Pondok pessntren,Belum,laksana kurikulum ruang kreativitas inovasi madrasah kembang kurikulum operasional tingkat satu didik,0
11/2/2023 0:03:57,Guru,Mi HIDAYATUSSIBYAN NW SENGKERANG,Belum,warkhshop bina kain kurikulum merdeka,0
11/2/2023 0:12:39,Tenaga Kependidikan,MA KARTA RAHARJA,Belum,implementasi kurikulum merdeka kesiap madrasah didik siswa kait kesiap cakup paham dalam filosofi tuju strategi ajar kurikulum merdeka latih efektif guru staf madrasah adaptasi metode ajar sesuai dekat kurikulum merdeka sumber daya buku teks materi ajar baru sesuai sesuai kurikulum merdeka harap utama implementasi kurikulum merdeka madrasah tingkat mutu didik kembang kreativitas kritisitas siswa bentuk karakter kuat harap dekat kurikulum merdeka leluasa madrasah adaptasi kurikulum sesuai butuh karakteristik siswa daerah masingmasing harap kurikulum merdeka rangsang minat siswa ajar tingkat terampil pikir kritis hadap tantang global,0
11/2/2023 0:17:23,Tenaga Kependidikan,Mts miftahul ulum bettet,Belum,maju,1
11/2/2023 0:20:24,Tenaga Kependidikan,MA KARTA RAHARJA,Belum,implementasi kurikulum merdeka madrasah langkah siap dukung harap cipta didik sesuai minat siswa kembang terampil libat guru orang tua komunitas evaluasi maju siswa konteks madrasah perhati nilainilai islam opini agam penting dekat manfaat didik kembang siswa,1
11/2/2023 0:25:14,Guru,MA Karta Raharja,Belum,kurikulum merdeka terap madrasah fasilitas madrasah maksimal,-1
11/2/2023 0:39:16,Guru,MI Darul Huda,Belum,madrasah tingkat ibtidaiyah bimbing relevan sesuai kondisi administrasi ajar implementasi terap kurikulum harap madrasah fasilitas implementasi kurikulum,0
11/2/2023 0:48:35,Guru,Tsanawiyah Walisongo,Belum,sungguh kurikulum laku guru tendik bidang,0
11/2/2023 1:17:27,Guru,MTS NUR ELDZULAM,Belum,kurikulum merdeka cipta ajar kualitas sesuai butuh ajar kondisi satu didik didik fokus materi esensial ajar dalam kembang kompetensi karakter ajar kurikulum merdeka persepsi fasilitas mampu unik ajar didik hak sepenuh inovasi perhati iklim budaya sekolah karakteristik ajar karakter ajar suka matematika geografi didik madu ajar eksakta karakteristik ips ajar matematika ips ipas sekolah dasar kurikulum merdeka fleksibilitas didik didik rancang kurikulum operasional satu didik kosp rencana laksana ajar rpp kurikulum merdeka hak sekolah rancang kosp muat visi misi sekolah organisasi ajar jadwal kalender akademik kurikulum merdeka leluasa didik rancang kurikulum sesuai karakteristik serta didik anjur survey butuh serta didik asesmen diagnostik giat ajar ajar kbm didik milik informasi karakteristik ajar informasi dasar didik rancang rpp metode nilai ajar tiga kurikulum merdeka dorong capai bentuk karakter serta didik unggul proyek kuat profil ajar pancasila p p dekat ajar projek tuju tanam karakter kompetensi sesuai nilainilai pancasila laksana p sifat fleksibel segi muat giat laksana sesuai butuh ajar kondisi satu didik manfaat sumberdaya sedia utama fokus p proses ajar kembang kompetensi karakter ajar sematamata hasilproduk p satu didik bergotongroyong rencana fasilitas jalan asesmen esensial ajar sekolah pilih tematema isuisu p relevan ajar aksi nyata isuisu sesuai tahap ajar butuh sedia dukung dukung implementasi kurikulum merdeka didik ajar didik komunitas ajar seri webinar narasumber praktik helpdesk mitra bangun kembang kompetensi platform merdeka ajar pmm pmm sedia fitur utama materi kurikulum merdeka umum jadwal program kini referensi giat ajar ajar kembang diri cari bagi inspirasi pmm didik dukung paham kurikulum merdeka terap perintah terap komunitas ajar didik ajar rekan jawat sekolah sekolah sekolah akses narasumber bagi praktik terap kurikulum merdeka inspirasi didik ajar kurikulum merdeka didik tambah informasi kait kurikulum merdeka seri webinar sedia akses pmm simpul terap kurikulum merdeka pilih mandiri sekolah banyak manfaat dapat satu didik jadi kurikulum merdeka prioritas sekolah terap sejati kurikulum merdeka rancang atas krisis ajar tingkat kualitas ajar satu didik kurikulum merdeka didik kuat budaya refleksi budaya ajar bagi didik kurikulum merdeka rancang cipta lingkung ajar aman nyaman inklusif senang kurikulum merdeka transformasi praktik ajar pusat serta didik harap tingkat hasil ajar literasi numerasi bentuk karakter ajar hayat,1
11/2/2023 2:41:25,Guru,MI KAUKABUD DZURRIYAH,Belum,implementasi kurikulum merdeka dukung siswa bebas laksana giat ajar ajar sekolah,1
11/2/2023 2:42:44,Guru,MTsN 2 Manggarai Barat,Sudah,kurikulum merdeka fokus kembang karakter moral siswa sesuai karakter madrasah kurikulum merdeka fleksibel bebas guru kembang ajar harap madrasah guru fasilitas aspek sarana prasarana pada latih intensif lainlain,1
11/2/2023 3:21:00,Guru,Mis Al Ukhuwah ,Sudah,laksana latih namummasih bingung terap nya,0
11/2/2023 4:16:59,Guru,Mts negeri 5 Madina ,Belum,kurikulum merdeka erti karna kurang sosialisasi keadrasah warga madrasah paham kurikulum merdeka,-1
11/2/2023 4:22:58,Guru,MIS VATSIN NUSANTARA ,Belum,implementasi kurikulum merdeka sekolah pilih mandiri sesuai kesiap karakteristik satu didik sekolah opsi terap kurikulum merdeka opsi mandiri ajar mandiri ubah mandiri bagi opsi mandiri ajar sempat sekolah struktur kurikulum terap konsep prinsip kurikulum merdeka laksana ajar asesmen kait kesiap madrasah terap kurikulum merdeka karena gurupendidik blum sosialisasi kait kurikulum merdeka,0
11/2/2023 4:23:16,Guru,RA Umi Sundari ,Sudah,kurikulum sesuai dgn kondisi butuh didik siap matang harap tuju terap kurikulum merdeka jni capai,1
11/2/2023 4:31:59,Tenaga Kependidikan,MA AL-MUBAROK,Belum,kurang sosialisasi guru ganti kurikulum bingung,-1
11/2/2023 4:38:12,Lainnya,MAS Raudlatul Muta'allimin Al-ma'arif Keramat,Belum,implementasi kurokulum merdeka madrsah harap pasilitas tunjang lengkap tak kes paksa terburuburu,0
11/2/2023 4:39:00,Lainnya,MTsS DDI Baru Baru Tanga,Sudah,implementasi kurmer madrasah pasti tantang terutamabbagaiman kesiap sdm guru untk terap kurmer madrasah harap ikm bawa ubah u ajar madrasah latih latih sosialisasi guru madrasah tahu trkait bgaiman terap kurmer kelas,1
11/2/2023 4:54:03,Guru,MTsS MIFTAHUL ULUM,Belum,sarpras fasilitas pada harap bantu madrasah swasta desa,0
11/2/2023 4:59:45,Guru,Mohammad Juri Andropo,Sudah,mardeka ajar budaya menyensngkan,1
11/2/2023 4:59:57,Tenaga Kependidikan,RA Ibnu Athar Kalukku,Belum,kurikulum merdeka rancang cipta lingkung ajar aman nyaman inklusif senang kurikulum merdeka transformasi praktik ajar pusat serta didik harap tingkat hasil ajar literasi numerasi bentuk karakter ajar hayat,1
11/2/2023 5:07:36,Guru,Mts Salafiyah ,Sudah,kurang sosialisasi,-1
11/2/2023 5:15:40,Guru,MAS ANNAJAH SESELA,Belum,asfek kesiap madrasah implementasi kurikulum merdeka,0
11/2/2023 5:17:01,Tenaga Kependidikan,MIS. Mathlaul Anwar,Sudah,proses implementasi kurikulum merdeka kurang sosialisasi luring madrasah guru bertanyatanya kurikulum merdeka rdm raport digital madrasah raport ppppra kuat profil ajar pancasila rahmat lilalamin bentuk format excel tambah sulit guru isi raport isi raport ppppra jadi nilai sikap spiritual kurang madrasah tuntut manfaat teknologi ajar bantu alat perintah laptop projektor dsb akmi anbk jalan giat tsb,-1
11/2/2023 5:17:07,Guru,MI Islahiyah,Sudah,lengkap sisi saranamedia ajar,-1
11/2/2023 5:23:03,Guru,MIS MIFTAHUL ULUM,Sudah,jujur blm buku siswa harap sarana prasarana tunjang ajar madrasah le ih perhati it,-1
11/2/2023 5:29:37,Guru,Hanafi,Belum,kesiap laksana kumer satu didik dukung harap didik bertabat,1
11/2/2023 5:36:16,Guru,RA ALFUTUHIYAH,Belum,sebenernya kurikulum merdeka praktek langsung,0
11/2/2023 5:37:10,Guru,MI Al Khoeriyah,Belum,laksana ikm rata pasilitas madrasah yg swasta pada bantu khusus sarana ajar perintah sarana ikm aplikasi,-1
11/2/2023 5:37:50,Guru,MA.KARTA RAHARJA,Belum,harap didik tingkat kualitas didik nasional,0
11/2/2023 5:42:39,Guru,Aliyah Tanwirul Kutub Bayah ,Sudah,lumayan bagus,1
11/2/2023 5:45:47,Guru,Wahidin ,Sudah,sekolah madrasah hak implementasi kurikulum harap guru ubah ubah,1
11/2/2023 5:48:45,Siswa,MA NURUL ULUM,Sudah,kurikulum merdeka inovasi didik indonesia tuju kembang potensi minat ajar siswa kurikulum bebas siswa pilih minat ajar kurang beban akademik dorong kreativitas guru,1
11/2/2023 5:49:07,Guru,MIS MIFTAHUL ULUM TAMAN,Belum,kurikulum merdeka bagus terap jaman tpi kemenag hususnya kabupaten bemberikan latih guru luring guru erti kurmer terkadang lapor bagus kenyataanya moga depan ada latih luring,-1
11/2/2023 5:49:18,Guru,RA Muslimat NU ,Sudah,kali sulit,-1
11/2/2023 5:50:10,Guru,MA Darussalam ,Sudah,implementasi kurikulum merdeka madrasah sadar sepenuh buku bahan ajar siswa lengkap harap depan perintah bantu buku relevan kurikulum merdeka madrasah aliyah darussalam,0
11/2/2023 5:55:18,Guru,MA. Karta Raharja ,Belum,kurikulum merdeka madrasah sempat kombinasi didik pesantren fleksibilitas ajar fokus dalam ilmu agama tahan ilmu era globalisasi dukung sekolah pesantren kunci utama hasil semangat ajar siswa kembang ilmu didik nasional ilmu agama,1
11/2/2023 5:57:11,Guru,SD IQRA'1 Kota Bengkulu ,Sudah,sekolah madrasah milik hak implementasi kurikulum merdeka guru harap siaga hadap tantang ubah,1
11/2/2023 5:58:52,Lainnya,"MI Darussalam 02 Puger, Jember",Sudah,kurikulum merdeka milik kemah kurang lebih ya serta didik daoat menfikuskan bakat milik sedia ajar beda mudah kuat bakat kurang ajar diferensiasi biaya madrasah layan sarana pada kurikulum merdeka didik maksimal ajar berstandart harap madrasah swasta batas milik kelola madrasah semangat antar generasi emas isi merdeka tahan merdeka bangsa,1
11/2/2023 5:59:25,Siswa,MA NURUL ULUM,Tidak tahu,dekat diferensiasi,0
11/2/2023 5:59:30,Guru,MI Raudlatul Wildan,Belum,mudah mudah tdk ad ubah depan nya,-1
11/2/2023 5:59:34,Lainnya,Mi riyadlul wardiyah,Belum,bagus mudah mudah masuk kurma tahun,1
11/2/2023 6:00:02,Guru,MIS MIFTAHUL ULUM,Tidak tahu,ajar mandiri sesuai minat serta didik dongkrak semangat ajar siswa tingkat potensi serta didik materi ampu,1
11/2/2023 6:07:02,Guru,MTs Darul Muttaqien NW Penujak,Belum,implementasi kurikulum merdeka sekolah pilih mandiri sesuai kesiap karakteristik satu didik kurikulum merdeka baharu dilatarbelakangi teknologi maju terap kurikulum merdeka timbul dampak rasa guru siswa harap sempat minat bakat butuh mampu siswa,1
11/2/2023 6:14:23,Guru,MI NURUL IMAN PENGABUAN,Belum,implementasi kurikulum merdeka ajar,0
11/2/2023 6:14:27,Tenaga Kependidikan,MTsN 1 Way Kanan,Sudah,kurikulum merdeka cocok kota kampung cocok masalah anak beda anak zaman,-1
11/2/2023 6:23:49,Guru,Mts Nahdlatul Ulum,Sudah,kurikulum merdeka ajar bas projek kuat profil ajar pancasila wujud ajar indonesia milik kompetensi global sesuai nilainilai moral pancasila enam ciri utama iman takwa tuhan maha esa akhlak mulia beka global gotong royong mandiri nalar kritis kreatif,1
11/2/2023 6:24:15,Lainnya,MI Maarif NU Nurul Islam Pronojiwo,Sudah,perintah tenaga didik,0
11/2/2023 6:25:49,Guru,MA Firdaus,Sudah,sarana,1
11/2/2023 6:26:06,Guru,Mis ladang panjang,Sudah,,1
11/2/2023 6:31:42,Guru,MIS DARUL MUTA'ALLIMIN ,Belum,madrasah,-1
11/2/2023 6:35:24,Tenaga Kependidikan,MIS MIFTAHUL ULUM,Belum,ajar mandiri ubah puruk,1
11/2/2023 6:39:41,Guru,MA Hidayatul Muttaqin NW Dangiang ,Belum,kondisi madrasah terap kurikulum merdeka harap terap guru tenaga didik bimbing,0
11/2/2023 6:51:08,Guru,Mts Al-Huda Malino,Belum,harap implementasi kurikulum rubah proses ajar ajar sekolah,1
11/2/2023 6:53:26,Guru,Mts. Darul falah batam,Sudah,implementasi kurikulum merdeka sekolah pilih mandiri sesuai kesiap karakteristik satu didik sekolah opsi terap kurikulum merdeka opsi mandiri ajar mandiri ubah mandiri bagi opsi mandiri ajar sempat sekolah struktur kurikulum terap konsep prinsip kurikulum merdeka laksana ajar asesmen opsi mandiri ubah jadi sekolah struktur kurikulum merdeka kembang kurikulum satu didik terap prinsipprinsip kurikulum merdeka laksana ajar asesmen opsi mandiri bagi peluang sekolah kurikulum merdeka terap prinsipprinsip kurikulum merdeka laksana ajar asesmen komitmen bagi praktikpraktik baik satu didik kurikulum merdeka cipta ajar kualitas sesuai butuh ajar kondisi satu didik didik fokus materi esensial ajar dalam kembang kompetensi karakter ajar kurikulum merdeka persepsi fasilitas mampu unik ajar didik hak sepenuh inovasi perhati iklim budaya sekolah karakteristik ajar karakter ajar suka matematika geografi didik madu ajar eksakta karakteristik ips ajar matematika ips ipa sekolah dasar kurikulum merdeka fleksibilitas didik didik rancang kurikulum operasional satu didik kosp rencana laksana ajar rpp kurikulum merdeka hak sekolah rancang kosp muat visi misi sekolah organisasi ajar jadwal kalender akademik kurikulum merdeka leluasa didik rancang kurikulum sesuai karakteristik serta didik anjur survey butuh serta didik asesmen diagnostik giat ajar ajar kbm didik milik informasi karakteristik ajar informasi dasar didik rancang rpp metode nilai ajar,0
11/2/2023 6:54:26,Guru,MAS AL IMAN,Sudah,kurikulum langkah terobos bantu guru kepala sekolah ubah proses ajar relevan dalam senang serta didik mudah paham ajar,1
11/2/2023 6:56:28,Guru,MTs Darul Hasanah,Sudah,siap awal ada sosialisasi bimtek ikm harap kurikulum merdeka laksana tuntas sambung henti bijak pimpin kurikulum merdeka beda kurikulum ajar anak sesuai bakat minat mampu dasar anak,1
11/2/2023 6:56:54,Guru,MTS DARUL ISTIQOMAH PADANGSIDIMPUAN,Belum,harap depan nya kurmer kembang,1
11/2/2023 6:59:52,Guru,MADRASAH ALIYAH LA HAMI KORE,Belum,mudahmudahan kurikulum merdeka benarbenar kembang oroses ajar maksimal kelas,1
11/2/2023 7:00:18,Lainnya,MA NURUL ISLAM KAYANGAN,Belum,ganti kurikulum hantu dunia didik madrasah seolaholah madrasah samping ganti perintah ganti kurikulum satux optimal harapanx kurikulum guru madrasah perhati kait sejahtera,1
