Timestamp,Status,Nama Madrasah,Sudahkah Madrasah saudara mengimplementasikan Kurikulum Merdeka?,Opini,Label
11/2/2023 8:14:55,Guru,MAS NURUL ULUM PUNGGING ,Sudah,Dengan adanya kurikulum merdeka ini diharapkan peserta didik bisa mengembangkan bakat minat ataupun kompetensi yang dimiliki dan bisa di implementasikan dalam jangka waktu yang panjang. ,0
11/2/2023 8:16:17,Guru,MI Nasruddin,Sudah,"Sudah baik, namun masih perlu pemikiran lebih terkait dana atau kesiapan sarpras terkait pelaksanaan program P5PRLA",0
11/2/2023 8:17:07,Tenaga Kependidikan,MAS NURUL FALAH PAGEDANGAN,Sudah,memerlukan waktu kesiapan guru,0
11/2/2023 8:18:35,Siswa,MTs Bina Ummah Batam,Sudah,"bisa menerima pembelajaran tersebut,dan lebih memahami nya.",0
11/2/2023 8:18:44,Siswa,MTs Bina Ummah Batam ,Sudah,bisa menerima bentuk pelajaran tersebut,0
11/2/2023 8:18:53,Siswa,MTs Bina Ummah Batam,Sudah,bisa menerima pembelajaran tersebut,0
11/2/2023 8:18:54,Guru,VIRA PUSFITA RINI,Belum,Bagi saya apabila kurikulum ini di jalankan mohon untuk sarana dan prasarana mohon di penuhi,0
11/2/2023 8:18:57,Siswa,MTs Bina Ummah Batam ,Sudah,bisa menerima pembelajaran tersebut ,0
11/2/2023 8:19:02,Siswa,MTs Bina Ummah Batam,Sudah,"Siap menerima bentuk peljaran tersebut, berharap dapat mengerti semua pembelajaran",0
11/2/2023 8:19:08,Guru,MIS NURUL HAROMAIN ,Sudah,untuk sementara ini karena masih awal  berlaku di 2 kelas otomatis kami masih merangkak menata dari yang semua tidak ada untuk menjadi ada ,0
11/2/2023 8:21:41,Guru,MTs. YASTIB,Belum,sekolah siap dengan kurikulum ini namun kami minta kepada pemerintah untuk lebih memperhatikan sarana dan prasararana serta sumber pembelajarannya. ,0
11/2/2023 8:21:43,Guru,MTs. Riyadlul Anwar Kateng ,Belum,untuk menciptakan suasana belajar sesuai dengan kebutuhan peserta didik yang berkualitas ,0
11/2/2023 8:22:46,Guru,Mts as saifiyah syafiiyah,Sudah,Kurikulum merdeka ditekankan untuk berinovasi sesuai perkembangan zaman supaya tidak tertinggal,0
11/2/2023 8:24:32,Guru,Mts zahratut thullab,Sudah,"Kurikulum merdeka menciptakan pendidikan yang menyenangkan bagi peserta didik dan guru. Kurikulum ini juga menekankan pendidikan Indonesia pada pengembangan aspek keterampilan dan karakter sesuai dengan nilai-nilai bangsa Indonesia, sekolah kami masih mengupayakan penerapan kurikulum merdeka.",0
11/2/2023 8:25:32,Guru,MI AL MUDDATSIR,Sudah,Di madrasah kami pelaksanaan kurikulum merdeka sdh berjalan namun masih terhambat dengan adanya guru yang belum faham dengan kurikulum dan sarana yang kurang memadai terutama terkait dengan penyediaan sarana dan media belajar. Harapan kami semoga pihak yang berwenang memberi sosialisasi yang jelas dan tegas kepada guru dan memberi bantuan penyediaan sarana dan media pembelajaran,0
11/2/2023 8:26:54,Guru,MIS MIFTAHUL ULUM,Sudah,"Pertama, Kurikulum Merdeka menciptakan pembelajaran berkualitas sesuai dengan kebutuhan pelajar dan kondisi satuan pendidikan. Pendidik dapat fokus pada materi esensial sehingga pembelajaran lebih mendalam serta waktu lebih banyak untuk pengembangan kompetensi dan karakter pelajar.
Kedua, Kurikulum Merdeka memberikan fleksibilitas bagi pendidik. Pendidik dapat merancang Kurikulum Operasional Satuan Pendidikan (KOSP) dan Rencana Pelaksanaan Pembelajaran (RPP) sendiri.
Ketiga, Kurikulum Merdeka mendorong ketercapaian pembentukan karakter peserta didik yang unggul melalui Proyek Penguatan Profil Pelajar Pancasila (P5). P5 merupakan pendekatan pembelajaran melalui projek dengan tujuan menanamkan karakter dan kompetensi yang sesuai dengan nilai-nilai Pancasila.",0
11/2/2023 8:27:11,Guru,MI Batununggul,Sudah,"Implementasi Kurikulum Merdeka, pada proses pembelajarannya lebih menggunakan pendekatan diferensiasi. Sementara itu ciri khusus pada kurikulum ini untuk menunjukkan secara tegas posisi kedifernsian adalah mengkelompokkan capaian pembelajaran siswa berdasarkan fase pertumbuhan anak.",0
11/2/2023 8:27:42,Guru,RA WALADUN SOLIHUN,Sudah,GURU HARUS LEBIH KREATIF DALAM MENYIAPKAN STRATEGI PEMBELAJARAN,0
11/2/2023 8:32:09,Guru,MI Hasyim Asyari,Sudah,Masih perlu memperdalam kurikulum merdeka,0
11/2/2023 8:32:22,Guru,MI. SABILUL RASYAD,Sudah,Diharapkan dapat memberikan kontribusi yang sesuai dengan harapan dan kesiapan dalam mengajar yang lebih baik. ,0
11/2/2023 8:35:12,Siswa,MTs Bina Ummah Batam,Sudah,Harapan saya kurikulum merdeka bisa di terapkan di seluruh sekolah,0
11/2/2023 8:36:26,Siswa,MTs Bina Ummah Batam ,Sudah,kesiapan sudah oke harapan saya tambah kan sedikit kegiatan tersebut ,0
11/2/2023 8:36:36,Guru,MI Nasruddin ,Sudah,Madrasah sudah mempersiapkan kurikulum merdeka melalui workshop bersama. Harapannya baik siswa maupun guru sudah siap untuk melaksanakan kegiatan pembelajaran berbasiskan kurikulum merdeka. Untuk saat ini peserta didik masih berada dalam tahap pengenalan terhadap kurikulum merdeka dan wujud perkembangannya masih dua puluh persen. ,0
11/2/2023 8:36:49,Guru,Mis Tudi,Sudah,"Sangat baik, namun perlu pelatihan kepada semua tenaga pendidik untuk merancang perangkat pembelajaran kurdeka khususnya",0
